1 CHISAMBA,,,,,,,,,,,
HICHILEMA HAKAINDE,,,UPND,150,1.00,0.55,,,,,
MIYANDA GODFREY K,,,HERITAGE,36,0.00,0.13,,,,,
Totals for CHIFUNABULI,,,,,,,134,1.05,"12,786","27,370",46.72
69 LUAPULA,,,,,,,,,,,
"",,SATA MICHAEL C,PF,"2,867",69.00,30.68,,,,,
"",,BANDA RUPIAH B,MMD,"1,136",27.00,12.16,,,,,
"",,HICHILEMA HAKAINDE,UPND,39,1.00,0.42,,,,,
"",,MIYANDA GODFREY K,HERITAGE,29,1.00,0.31,,,,,
Totals for,LUAPULA,,,,,,112,2.68,"4,183","9,344",44.77
70 KAFUE,,,,,,,,,,,
"",,BANDA RUPIAH B,MMD,"7,313",42.00,20.24,,,,,
"",,SATA MICHAEL C,PF,"5,213",30.00,14.43,,,,,
"",,HICHILEMA HAKAINDE,UPND,"4,393",25.00,12.16,,,,,
"",,MIYANDA GODFREY K,HERITAGE,164,1.00,0.45,,,,,
Totals for,KAFUE,,,,,,208,1.20,"17,291","36,137",47.85
CONSTITUENCY,CANDIDATE,PARTY,VOTES,%,%,Rejected,Rejected,Total,Registered,Voter
"",,,OBTAINED,Against,Against,Ballot,Ballot,Votes,Voters,Turnout
"",,,,Votes,registered,Papers,Papers %,Cast,,
"",,,,cast,,,,,,
71 FEIRA,,,,,,,,,,
"",BANDA RUPIAH B,MMD,"2,681",58.00,30.75,,,,,
"",SATA MICHAEL C,PF,"1,288",28.00,14.77,,,,,
"",HICHILEMA HAKAINDE,UPND,542,12.00,6.22,,,,,
"",MIYANDA GODFREY K,HERITAGE,43,1.00,0.49,,,,,
Totals for FEIRA,,,,,,64,1.39,"4,618","8,718",52.97
72 CHILANGA,,,,,,,,,,
"",SATA MICHAEL C,PF,"3,981",35.00,14.95,,,,,
"",BANDA RUPIAH B,MMD,"3,913",34.00,14.70,,,,,
"",HICHILEMA HAKAINDE,UPND,"3,439",30.00,12.92,,,,,
"",MIYANDA GODFREY K,HERITAGE,75,1.00,0.28,,,,,
Totals for CHILANGA,,,,,,123,1.07,"11,531","26,621",43.32
73 CHONGWE,,,,,,,,,,,
"",,BANDA RUPIAH B,MMD,"9,918",58.00,24.58,,,,,
"",,SATA MICHAEL C,PF,"4,264",25.00,10.57,,,,,
"",,HICHILEMA HAKAINDE,UPND,"2,595",15.00,6.43,,,,,
"",,MIYANDA GODFREY K,HERITAGE,127,1.00,0.31,,,,,
Totals for CHONGWE,,,,,,,207,1.21,"17,111","40,346",42.41
74 RUFUNSA,,,,,,,,,,,
"",,BANDA RUPIAH B,MMD,"4,250",72.00,28.48,,,,,
"",,SATA MICHAEL C,PF,763,13.00,5.11,,,,,
"",,HICHILEMA HAKAINDE,UPND,707,12.00,4.74,,,,,
"",,MIYANDA GODFREY K,HERITAGE,43,1.00,0.29,,,,,
Totals for RUFUNSA,,,,,,,124,2.11,"5,887","14,924",39.45
75 CHAWAMA,,,,,,,,,,,
"",,SATA MICHAEL C,PF,"17,563",59.00,30.35,,,,,
"",,BANDA RUPIAH B,MMD,"7,424",25.00,12.83,,,,,
"",,HICHILEMA HAKAINDE,UPND,"4,052",14.00,7.00,,,,,
"",,MIYANDA GODFREY K,HERITAGE,88,0.00,0.15,,,,,
Totals for CHAWAMA,,,,,,,425,1.44,"29,552","57,872",51.06
76 KABWATA,,,,,,,,,,,
"",,SATA MICHAEL C,PF,"18,657",63.00,33.40,,,,,
"",,BANDA RUPIAH B,MMD,"5,941",20.00,10.64,,,,,
"",,HICHILEMA HAKAINDE,UPND,"4,669",16.00,8.36,,,,,
"",,MIYANDA GODFREY K,HERITAGE,200,1.00,0.36,,,,,
Totals for KABWATA,,,,,,,207,0.70,"29,674","55,860",53.12
77 KANYAMA,,,,,,,,,,,
"",SATA MICHAEL C,,PF,"16,507",52.00,24.63,,,,,
"",BANDA RUPIAH B,,MMD,"8,253",26.00,12.31,,,,,
"",HICHILEMA HAKAINDE,,UPND,"6,731",21.00,10.04,,,,,
"",MIYANDA GODFREY K,,HERITAGE,123,0.00,0.18,,,,,
Totals for KANYAMA,,,,,,,431,1.34,"32,045","67,020",47.81
78 LUSAKA CENTRAL,,,,,,,,,,,
"",SATA MICHAEL C,,PF,"14,866",58.00,30.92,,,,,
"",BANDA RUPIAH B,,MMD,"6,257",25.00,13.01,,,,,
"",HICHILEMA HAKAINDE,,UPND,"4,035",16.00,8.39,,,,,
"",MIYANDA GODFREY K,,HERITAGE,194,1.00,0.40,,,,,
Totals for LUSAKA CENTRAL,,,,,,,166,0.65,"25,518","48,081",53.07
79 MANDEVU,,,,,,,,,,,
"",,SATA MICHAEL C,PF,"27,117",62.00,32.81,,,,,
"",,BANDA RUPIAH B,MMD,"12,377",28.00,14.98,,,,,
"",,HICHILEMA HAKAINDE,UPND,"3,202",7.00,3.87,,,,,
"",,MIYANDA GODFREY K,HERITAGE,206,0.00,0.25,,,,,
Totals for MANDEVU,,,,,,,663,1.52,"43,565","82,644",52.71
80 MATERO,,,,,,,,,,,
"",,SATA MICHAEL C,PF,"26,714",66.00,36.42,,,,,
"",,BANDA RUPIAH B,MMD,"10,049",25.00,13.70,,,,,
"",,HICHILEMA HAKAINDE,UPND,"3,235",8.00,4.41,,,,,
"",,MIYANDA GODFREY K,HERITAGE,172,0.00,0.23,,,,,
Totals for MATERO,,,,,,,427,1.05,"40,597","73,358",55.34
CONSTITUENCY,CANDIDATE,PARTY,VOTES,%,%,Rejected,Rejected,Total,Registered,Voter
"",,,OBTAINED,Against,Against,Ballot,Ballot,Votes,Voters,Turnout
"",,,,Votes,registered,Papers,Papers %,Cast,,
"",,,,cast,,,,,,
81 MUNALI,,,,,,,,,,
"",SATA MICHAEL C,PF,"25,174",58.00,30.97,,,,,
"",BANDA RUPIAH B,MMD,"11,681",27.00,14.37,,,,,
"",HICHILEMA HAKAINDE,UPND,"5,915",14.00,7.28,,,,,
"",MIYANDA GODFREY K,HERITAGE,262,1.00,0.32,,,,,
Totals for MUNALI,,,,,,427,0.98,"43,459","81,287",53.46
82 CHILUBI,,,,,,,,,,,
"",,SATA MICHAEL C,PF,"8,965",76.00,32.02,,,,,
"",,BANDA RUPIAH B,MMD,"2,493",21.00,8.90,,,,,
"",,HICHILEMA HAKAINDE,UPND,215,2.00,0.77,,,,,
"",,MIYANDA GODFREY K,HERITAGE,34,0.00,0.12,,,,,
Totals for,CHILUBI,,,,,,112,0.95,"11,819","28,000",42.21
83 CHINSALI,,,,,,,,,,,
"",SATA MICHAEL C,,PF,"8,272",82.00,33.80,,,,,
"",BANDA RUPIAH B,,MMD,"1,558",15.00,6.37,,,,,
"",HICHILEMA HAKAINDE,,UPND,99,1.00,0.40,,,,,
"",MIYANDA GODFREY K,,HERITAGE,52,1.00,0.21,,,,,
Totals for CHINSALI,,,,,,,124,1.23,"10,105","24,474",41.29
84 SHIWANG'ANDU,,,,,,,,,,,
"",SATA MICHAEL C,,PF,"6,426",82.00,37.66,,,,,
"",BANDA RUPIAH B,,MMD,"1,308",17.00,7.66,,,,,
"",HICHILEMA HAKAINDE,,UPND,39,0.00,0.23,,,,,
"",MIYANDA GODFREY K,,HERITAGE,22,0.00,0.13,,,,,
Totals for SHIWANG'ANDU,,,,,,,73,0.93,"7,868","17,065",46.11
85 ISOKA EAST,,,,,,,,,,,
BANDA RUPIAH B,,,MMD,"5,639",69.00,34.73,,,,,
SATA MICHAEL C,,,PF,"2,220",27.00,13.67,,,,,
HICHILEMA HAKAINDE,,,UPND,155,2.00,0.95,,,,,
MIYANDA GODFREY K,,,HERITAGE,39,0.00,0.24,,,,,
Totals for ISOKA EAST,,,,,,,94,1.15,"8,147","16,237",50.18
86 ISOKA WEST,,,,,,,,,,,
BANDA RUPIAH B,,,MMD,"3,999",54.00,21.99,,,,,
SATA MICHAEL C,,,PF,"3,120",42.00,17.16,,,,,
HICHILEMA HAKAINDE,,,UPND,203,3.00,1.12,,,,,
MIYANDA GODFREY K,,,HERITAGE,29,0.00,0.16,,,,,
Totals for ISOKA WEST,,,,,,,114,1.53,"7,465","18,182",41.06
87 NAKONDE,,,,,,,,,,,
"",BANDA RUPIAH B,,MMD,"7,781",61.00,29.58,,,,,
"",SATA MICHAEL C,,PF,"4,406",34.00,16.75,,,,,
"",HICHILEMA HAKAINDE,,UPND,310,2.00,1.18,,,,,
"",MIYANDA GODFREY K,,HERITAGE,52,0.00,0.20,,,,,
Totals for NAKONDE,,,,,,,270,2.11,"12,819","26,301",48.74
88 CHIMBAMILONGA,,,,,,,,,,,
"",SATA MICHAEL C,,PF,"3,051",53.00,19.86,,,,,
"",BANDA RUPIAH B,,MMD,"2,633",45.00,17.14,,,,,
"",HICHILEMA HAKAINDE,,UPND,49,1.00,0.32,,,,,
"",MIYANDA GODFREY K,,HERITAGE,9,0.00,0.06,,,,,
Totals for CHIMBAMILONGA,,,,,,,59,1.02,"5,801","15,365",37.75
89 KAPUTA,,,,,,,,,,,
"",SATA MICHAEL C,,PF,"3,389",50.00,19.59,,,,,
"",BANDA RUPIAH B,,MMD,"3,281",48.00,18.96,,,,,
"",HICHILEMA HAKAINDE,,UPND,42,1.00,0.24,,,,,
"",MIYANDA GODFREY K,,HERITAGE,22,0.00,0.13,,,,,
Totals for KAPUTA,,,,,,,85,1.25,"6,819","17,301",39.41
90 KASAMA CENTRAL,,,,,,,,,,,
"",SATA MICHAEL C,,PF,"13,540",80.00,39.28,,,,,
"",BANDA RUPIAH B,,MMD,"2,729",16.00,7.92,,,,,
"",HICHILEMA HAKAINDE,,UPND,295,2.00,0.86,,,,,
"",MIYANDA GODFREY K,,HERITAGE,95,1.00,0.28,,,,,
Totals for KASAMA CENTRAL,,,,,,,171,1.02,"16,830","34,474",48.82
91 LUKASHYA,,,,,,,,,,,
"",,SATA MICHAEL C,PF,"12,022",78.00,35.94,,,,,
"",,BANDA RUPIAH B,MMD,"2,916",19.00,8.72,,,,,
"",,HICHILEMA HAKAINDE,UPND,149,1.00,0.45,,,,,
"",,MIYANDA GODFREY K,HERITAGE,85,1.00,0.25,,,,,
Totals for LUKASHYA,,,,,,,183,1.19,"15,355","33,453",45.90
92 MALOLE,,,,,,,,,,,
"",,SATA MICHAEL C,PF,"14,424",79.00,36.06,,,,,
"",,BANDA RUPIAH B,MMD,"3,409",19.00,8.52,,,,,
"",,HICHILEMA HAKAINDE,UPND,125,1.00,0.31,,,,,
"",,MIYANDA GODFREY K,HERITAGE,60,0.00,0.15,,,,,
Totals for MALOLE,,,,,,,194,1.07,"18,212","40,000",45.53
93 LUBANSENSHI,,,,,,,,,,,
"",SATA MICHAEL C,,PF,"5,424",75.00,34.64,,,,,
"",BANDA RUPIAH B,,MMD,"1,692",23.00,10.81,,,,,
"",HICHILEMA HAKAINDE,,UPND,47,1.00,0.30,,,,,
"",MIYANDA GODFREY K,,HERITAGE,19,0.00,0.12,,,,,
Totals for LUBANSENSHI,,,,,,,60,0.83,"7,242","15,659",46.25
94 LUPOSOSHI,,,,,,,,,,,
"",SATA MICHAEL C,,PF,"6,677",70.00,34.69,,,,,
"",BANDA RUPIAH B,,MMD,"2,661",28.00,13.82,,,,,
"",HICHILEMA HAKAINDE,,UPND,48,1.00,0.25,,,,,
"",MIYANDA GODFREY K,,HERITAGE,27,0.00,0.14,,,,,
Totals for LUPOSOSHI,,,,,,,113,1.19,"9,526","19,249",49.49
95 MBALA,,,,,,,,,,,
"",,BANDA RUPIAH B,MMD,"6,712",57.00,24.78,,,,,
"",,SATA MICHAEL C,PF,"4,649",39.00,17.17,,,,,
"",,HICHILEMA HAKAINDE,UPND,213,2.00,0.79,,,,,
"",,MIYANDA GODFREY K,HERITAGE,56,0.00,0.21,,,,,
Totals for MBALA,,,,,,,239,2.01,"11,869","27,083",43.82
96 MPULUNGU,,,,,,,,,,,
"",,BANDA RUPIAH B,MMD,"4,880",52.00,18.97,,,,,
"",,SATA MICHAEL C,PF,"4,076",44.00,15.84,,,,,
"",,HICHILEMA HAKAINDE,UPND,217,2.00,0.84,,,,,
"",,MIYANDA GODFREY K,HERITAGE,23,0.00,0.09,,,,,
Totals for MPULUNGU,,,,,,,105,1.13,"9,301","25,728",36.15
97 SENGA HILL,,,,,,,,,,,
"",BANDA RUPIAH B,,MMD,"5,557",59.00,25.06,,,,,
"",SATA MICHAEL C,,PF,"3,561",37.00,16.06,,,,,
"",HICHILEMA HAKAINDE,,UPND,129,1.00,0.58,,,,,
"",MIYANDA GODFREY K,,HERITAGE,60,1.00,0.27,,,,,
Totals for SENGA HILL,,,,,,,192,2.02,"9,499","22,173",42.84
98 KANCHIBIYA,,,,,,,,,,,
"",SATA MICHAEL C,,PF,"8,649",84.00,41.70,,,,,
"",BANDA RUPIAH B,,MMD,"1,454",14.00,7.01,,,,,
"",HICHILEMA HAKAINDE,,UPND,56,1.00,0.27,,,,,
"",MIYANDA GODFREY K,,HERITAGE,25,0.00,0.12,,,,,
Totals for KANCHIBIYA,,,,,,,96,0.93,"10,280","20,740",49.57
99 MFUWE,,,,,,,,,,,
"",,SATA MICHAEL C,PF,"4,226",81.00,34.13,,,,,
"",,BANDA RUPIAH B,MMD,907,17.00,7.33,,,,,
"",,HICHILEMA HAKAINDE,UPND,36,1.00,0.29,,,,,
"",,MIYANDA GODFREY K,HERITAGE,12,0.00,0.10,,,,,
Totals for MFUWE,,,,,,,50,0.96,"5,231","12,382",42.25
100 MPIKA,,,,,,,,,,,
"",,SATA MICHAEL C,PF,"8,380",81.00,37.31,,,,,
"",,BANDA RUPIAH B,MMD,"1,687",16.00,7.51,,,,,
"",,HICHILEMA HAKAINDE,UPND,141,1.00,0.63,,,,,
"",,MIYANDA GODFREY K,HERITAGE,47,0.00,0.21,,,,,
Totals for MPIKA,,,,,,,144,1.38,"10,399","22,461",46.30
101 LUNTE,,,,,,,,,,,
"",SATA MICHAEL C,,PF,"4,836",65.00,28.93,,,,,
"",BANDA RUPIAH B,,MMD,"2,492",34.00,14.91,,,,,
"",HICHILEMA HAKAINDE,,UPND,30,0.00,0.18,,,,,
"",MIYANDA GODFREY K,,HERITAGE,20,0.00,0.12,,,,,
Totals for LUNTE,,,,,,,56,0.75,"7,434","16,717",44.47
102 MPOROKOSO,,,,,,,,,,,
"",SATA MICHAEL C,,PF,"3,931",72.00,32.41,,,,,
"",BANDA RUPIAH B,,MMD,"1,449",26.00,11.95,,,,,
"",HICHILEMA HAKAINDE,,UPND,62,1.00,0.51,,,,,
"",MIYANDA GODFREY K,,HERITAGE,13,0.00,0.11,,,,,
Totals for MPOROKOSO,,,,,,,38,0.69,"5,493","12,128",45.29
103 CHAVUMA,,,,,,,,,,,
"",BANDA RUPIAH B,,MMD,"4,192",60.00,29.37,,,,,
"",HICHILEMA HAKAINDE,,UPND,"2,628",38.00,18.41,,,,,
"",SATA MICHAEL C,,PF,95,1.00,0.67,,,,,
"",MIYANDA GODFREY K,,HERITAGE,34,0.00,0.24,,,,,
Totals for CHAVUMA,,,,,,,57,0.81,"7,006","14,273",49.09
104 KABOMPO EAST,,,,,,,,,,,
"",BANDA RUPIAH B,,MMD,"4,211",50.00,26.06,,,,,
"",HICHILEMA HAKAINDE,,UPND,"3,910",47.00,24.20,,,,,
"",SATA MICHAEL C,,PF,122,1.00,0.76,,,,,
"",MIYANDA GODFREY K,,HERITAGE,60,1.00,0.37,,,,,
Totals for KABOMPO EAST,,,,,,,72,0.86,"8,375","16,158",51.83
105 KABOMPO WEST,,,,,,,,,,
"",BANDA RUPIAH B,MMD,"3,482",55.00,21.42,,,,,
"",HICHILEMA HAKAINDE,UPND,"2,516",40.00,15.47,,,,,
"",SATA MICHAEL C,PF,209,3.00,1.29,,,,,
"",MIYANDA GODFREY K,HERITAGE,49,1.00,0.30,,,,,
Totals for KABOMPO WEST,,,,,,102,1.60,"6,358","16,259",39.10
106 KASEMPA,,,,,,,,,,
"",BANDA RUPIAH B,MMD,"5,367",72.00,25.18,,,,,
"",HICHILEMA HAKAINDE,UPND,"1,556",21.00,7.30,,,,,
"",SATA MICHAEL C,PF,386,5.00,1.81,,,,,
"",MIYANDA GODFREY K,HERITAGE,52,1.00,0.24,,,,,
Totals for KASEMPA,,,,,,85,1.14,"7,446","21,315",34.93
107 MUFUMBWE,,,,,,,,,,,
BANDA RUPIAH B,,,MMD,"5,503",70.00,27.92,,,,,
HICHILEMA HAKAINDE,,,UPND,"2,037",26.00,10.33,,,,,
SATA MICHAEL C,,,PF,213,3.00,1.08,,,,,
MIYANDA GODFREY K,,,HERITAGE,61,1.00,0.31,,,,,
Totals for MUFUMBWE,,,,,,,91,1.15,"7,905","19,711",40.10
108 MWINILUNGA EAST,,,,,,,,,,,
HICHILEMA HAKAINDE,,,UPND,"8,372",57.00,29.50,,,,,
BANDA RUPIAH B,,,MMD,"5,785",39.00,20.38,,,,,
MIYANDA GODFREY K,,,HERITAGE,199,1.00,0.70,,,,,
SATA MICHAEL C,,,PF,185,1.00,0.65,,,,,
Totals for MWINILUNGA EAST,,,,,,,236,1.60,"14,777","28,383",52.06
109 MWINILUNGA WEST,,,,,,,,,,
BANDA RUPIAH B,,MMD,"6,675",52.00,28.38,,,,,
HICHILEMA HAKAINDE,,UPND,"5,586",44.00,23.75,,,,,
SATA MICHAEL C,,PF,253,2.00,1.08,,,,,
MIYANDA GODFREY K,,HERITAGE,126,1.00,0.54,,,,,
Totals for MWINILUNGA WEST,,,,,,180,1.40,"12,820","23,521",54.50
110 SOLWEZI CENTRAL,,,,,,,,,,
BANDA RUPIAH B,,MMD,"9,622",65.00,27.77,,,,,
HICHILEMA HAKAINDE,,UPND,"2,562",17.00,7.39,,,,,
SATA MICHAEL C,,PF,"2,270",15.00,6.55,,,,,
MIYANDA GODFREY K,,HERITAGE,63,0.00,0.18,,,,,
Totals for SOLWEZI CENTRAL,,,,,,247,1.67,"14,764","34,650",42.61
111 SOLWEZI EAST,,,,,,,,,,
BANDA RUPIAH B,,MMD,"2,383",62.00,14.88,,,,,
HICHILEMA HAKAINDE,,UPND,"1,037",27.00,6.48,,,,,
SATA MICHAEL C,,PF,251,7.00,1.57,,,,,
MIYANDA GODFREY K,,HERITAGE,45,1.00,0.28,,,,,
Totals for SOLWEZI EAST,,,,,,111,2.90,"3,827","16,012",23.90
112 SOLWEZI WEST,,,,,,,,,,
BANDA RUPIAH B,,MMD,"5,504",61.00,22.72,,,,,
HICHILEMA HAKAINDE,,UPND,"2,851",32.00,11.77,,,,,
SATA MICHAEL C,,PF,382,4.00,1.58,,,,,
MIYANDA GODFREY K,,HERITAGE,96,1.00,0.40,,,,,
Totals for SOLWEZI WEST,,,,,,188,2.08,"9,021","24,221",37.24
CONSTITUENCY CANDIDATE,,PARTY,VOTES,%,%,Rejected,Rejected,Total,Registered,Voter
"",,,OBTAINED,Against,Against,Ballot,Ballot,Votes,Voters,Turnout
"",,,,Votes,registered,Papers,Papers %,Cast,,
"",,,,cast,,,,,,
113 ZAMBEZI EAST,,,,,,,,,,
BANDA RUPIAH B,,MMD,"4,996",59.00,23.86,,,,,
HICHILEMA HAKAINDE,,UPND,"3,220",38.00,15.38,,,,,
SATA MICHAEL C,,PF,163,2.00,0.78,,,,,
MIYANDA GODFREY K,,HERITAGE,58,1.00,0.28,,,,,
Totals for ZAMBEZI EAST,,,,,,100,1.17,"8,537","20,937",40.77
114 ZAMBEZI WEST,,,,,,,,,,
HICHILEMA HAKAINDE,,UPND,"1,990",53.00,21.23,,,,,
BANDA RUPIAH B,,MMD,"1,650",44.00,17.60,,,,,
SATA MICHAEL C,,PF,57,2.00,0.61,,,,,
MIYANDA GODFREY K,,HERITAGE,33,1.00,0.35,,,,,
Totals for ZAMBEZI WEST,,,,,,58,1.53,"3,788","9,375",40.41
115 CHOMA CENTRAL,,,,,,,,,,
"",HICHILEMA HAKAINDE,UPND,"15,462",78.00,38.00,,,,,
"",BANDA RUPIAH B,MMD,"3,034",15.00,7.46,,,,,
"",SATA MICHAEL C,PF,924,5.00,2.27,,,,,
"",MIYANDA GODFREY K,HERITAGE,291,1.00,0.72,,,,,
Totals for CHOMA CENTRAL,,,,,,164,0.83,"19,875","40,694",48.84
116 MBABALA,,,,,,,,,,
"",HICHILEMA HAKAINDE,UPND,"8,166",75.00,40.67,,,,,
"",BANDA RUPIAH B,MMD,"2,369",22.00,11.80,,,,,
"",MIYANDA GODFREY K,HERITAGE,165,2.00,0.82,,,,,
"",SATA MICHAEL C,PF,128,1.00,0.64,,,,,
Totals for MBABALA,,,,,,110,1.01,"10,938","20,081",54.47
117 PEMBA,,,,,,,,,,,
"",,HICHILEMA HAKAINDE,UPND,"8,422",78.00,42.31,,,,,
"",,BANDA RUPIAH B,MMD,"1,928",18.00,9.69,,,,,
"",,MIYANDA GODFREY K,HERITAGE,214,2.00,1.07,,,,,
"",,SATA MICHAEL C,PF,87,1.00,0.44,,,,,
Totals for PEMBA,,,,,,,111,1.03,"10,762","19,907",54.06
118 GWEMBE,,,,,,,,,,,
"",,HICHILEMA HAKAINDE,UPND,"8,451",80.00,45.85,,,,,
"",,BANDA RUPIAH B,MMD,"1,510",14.00,8.19,,,,,
"",,MIYANDA GODFREY K,HERITAGE,205,2.00,1.11,,,,,
"",,SATA MICHAEL C,PF,163,2.00,0.88,,,,,
Totals for GWEMBE,,,,,,,189,1.80,"10,518","18,432",57.06
119 DUNDUMWEZI,,,,,,,,,,,
HICHILEMA HAKAINDE,,,UPND,"9,036",91.00,41.06,,,,,
BANDA RUPIAH B,,,MMD,584,6.00,2.65,,,,,
MIYANDA GODFREY K,,,HERITAGE,197,2.00,0.90,,,,,
SATA MICHAEL C,,,PF,57,1.00,0.26,,,,,
Totals for DUNDUMWEZI,,,,,,,95,0.95,"9,969","22,006",45.30
120 KALOMO CENTRAL,,,,,,,,,,,
HICHILEMA HAKAINDE,,,UPND,"12,121",79.00,38.64,,,,,
BANDA RUPIAH B,,,MMD,"2,446",16.00,7.80,,,,,
SATA MICHAEL C,,,PF,297,2.00,0.95,,,,,
MIYANDA GODFREY K,,,HERITAGE,249,2.00,0.79,,,,,
Totals for KALOMO CENTRAL,,,,,,,193,1.26,"15,306","31,365",48.80
121 KATOMBOLA,,,,,,,,,,,
"",HICHILEMA HAKAINDE,,UPND,"9,843",61.00,28.49,,,,,
"",BANDA RUPIAH B,,MMD,"5,469",34.00,15.83,,,,,
"",SATA MICHAEL C,,PF,284,2.00,0.82,,,,,
"",MIYANDA GODFREY K,,HERITAGE,259,2.00,0.75,,,,,
Totals for KATOMBOLA,,,,,,,232,1.44,"16,087","34,548",46.56
122 MAPATIZYA,,,,,,,,,,,
"",HICHILEMA HAKAINDE,,UPND,"8,196",68.00,36.88,,,,,
"",BANDA RUPIAH B,,MMD,"3,323",27.00,14.95,,,,,
"",MIYANDA GODFREY K,,HERITAGE,248,2.00,1.12,,,,,
"",SATA MICHAEL C,,PF,168,1.00,0.76,,,,,
Totals for MAPATIZYA,,,,,,,189,1.56,"12,124","22,224",54.55
123 LIVINGSTONE,,,,,,,,,,,
BANDA RUPIAH B,,,MMD,"9,450",40.00,19.24,,,,,
HICHILEMA HAKAINDE,,,UPND,"8,786",38.00,17.89,,,,,
SATA MICHAEL C,,,PF,"4,832",21.00,9.84,,,,,
MIYANDA GODFREY K,,,HERITAGE,145,1.00,0.30,,,,,
Totals for LIVINGSTONE,,,,,,,190,0.81,"23,403","49,110",47.65
124 CHIKANKATA,,,,,,,,,,,
HICHILEMA HAKAINDE,,,UPND,"8,782",75.00,37.93,,,,,
BANDA RUPIAH B,,,MMD,"2,131",18.00,9.20,,,,,
SATA MICHAEL C,,,PF,474,4.00,2.05,,,,,
MIYANDA GODFREY K,,,HERITAGE,231,2.00,1.00,,,,,
Totals for CHIKANKATA,,,,,,,100,0.85,"11,718","23,153",50.61
125 MAGOYE,,,,,,,,,,,
"",HICHILEMA HAKAINDE,,UPND,"8,433",81.00,42.79,,,,,
"",BANDA RUPIAH B,,MMD,"1,578",15.00,8.01,,,,,
"",SATA MICHAEL C,,PF,169,2.00,0.86,,,,,
"",MIYANDA GODFREY K,,HERITAGE,149,1.00,0.76,,,,,
Totals for MAGOYE,,,,,,,114,1.09,"10,443","19,708",52.99
126 MAZABUKA CENTRAL,,,,,,,,,,,
"",HICHILEMA HAKAINDE,,UPND,"10,381",64.00,29.83,,,,,
"",BANDA RUPIAH B,,MMD,"3,567",22.00,10.25,,,,,
"",SATA MICHAEL C,,PF,"2,121",13.00,6.10,,,,,
"",MIYANDA GODFREY K,,HERITAGE,114,1.00,0.33,,,,,
Totals for MAZABUKA CENTRAL,,,,,,,116,0.71,"16,299","34,798",46.84
127 BWEENGWA,,,,,,,,,,,
HICHILEMA HAKAINDE,,,UPND,"8,515",88.00,53.69,,,,,
BANDA RUPIAH B,,,MMD,877,9.00,5.53,,,,,
MIYANDA GODFREY K,,,HERITAGE,117,1.00,0.74,,,,,
SATA MICHAEL C,,,PF,74,1.00,0.47,,,,,
Totals for BWEENGWA,,,,,,,80,0.83,"9,663","15,859",60.93
128 MONZE CENTRAL,,,,,,,,,,,
HICHILEMA HAKAINDE,,,UPND,"13,611",81.00,43.93,,,,,
BANDA RUPIAH B,,,MMD,"2,215",13.00,7.15,,,,,
SATA MICHAEL C,,,PF,536,3.00,1.73,,,,,
MIYANDA GODFREY K,,,HERITAGE,196,1.00,0.63,,,,,
Totals for MONZE CENTRAL,,,,,,,236,1.41,"16,794","30,982",54.21
129 MOOMBA,,,,,,,,,,,
"",HICHILEMA HAKAINDE,,UPND,"5,084",83.00,47.35,,,,,
"",BANDA RUPIAH B,,MMD,760,12.00,7.08,,,,,
"",MIYANDA GODFREY K,,HERITAGE,96,2.00,0.89,,,,,
"",SATA MICHAEL C,,PF,92,2.00,0.86,,,,,
Totals for MOOMBA,,,,,,,96,1.57,"6,128","10,738",57.07
130 ITEZHITEZHI,,,,,,,,,,,
"",HICHILEMA HAKAINDE,,UPND,"3,903",51.00,18.51,,,,,
"",BANDA RUPIAH B,,MMD,"3,244",43.00,15.38,,,,,
"",SATA MICHAEL C,,PF,248,3.00,1.18,,,,,
"",MIYANDA GODFREY K,,HERITAGE,65,1.00,0.31,,,,,
Totals for ITEZHITEZHI,,,,,,,126,1.66,"7,586","21,089",35.97
CONSTITUENCY,CANDIDATE,PARTY,VOTES,%,%,Rejected,Rejected,Total,Registered,Voter
"",,,OBTAINED,Against,Against,Ballot,Ballot,Votes,Voters,Turnout
"",,,,Votes,registered,Papers,Papers %,Cast,,
"",,,,cast,,,,,,
131 NAMWALA,,,,,,,,,,
"",HICHILEMA HAKAINDE,UPND,"9,721",79.00,36.15,,,,,
"",BANDA RUPIAH B,MMD,"2,298",19.00,8.54,,,,,
"",SATA MICHAEL C,PF,174,1.00,0.65,,,,,
"",MIYANDA GODFREY K,HERITAGE,94,1.00,0.35,,,,,
Totals for NAMWALA,,,,,,96,0.78,"12,383","26,894",46.04
132 SIAVONGA,,,,,,,,,,
"",HICHILEMA HAKAINDE,UPND,"10,484",78.00,37.48,,,,,
"",BANDA RUPIAH B,MMD,"1,851",14.00,6.62,,,,,
"",SATA MICHAEL C,PF,622,5.00,2.22,,,,,
"",MIYANDA GODFREY K,HERITAGE,276,2.00,0.99,,,,,
Totals for SIAVONGA,,,,,,199,1.48,"13,432","27,974",48.02
133 SINAZONGWE,,,,,,,,,,,
"",HICHILEMA HAKAINDE,,UPND,"13,579",78.00,39.66,,,,,
"",BANDA RUPIAH B,,MMD,"2,916",17.00,8.52,,,,,
"",SATA MICHAEL C,,PF,416,2.00,1.21,,,,,
"",MIYANDA GODFREY K,,HERITAGE,282,2.00,0.82,,,,,
Totals for,SINAZONGWE,,,,,,227,1.30,"17,420","34,239",50.88
134 KALABO CENTRAL,,,,,,,,,,
