"","constit","election_type","year","turnout","pct_rejected"
"280","Nalikwanda","presidential",2016,0.52792352156514,0.037816895477133
"281","Nalolo","presidential",2016,0.543733342563428,0.0254631103189255
"282","Namwala","presidential",2016,0.731762978250516,0.0182779661016949
"283","Nangoma","presidential",2016,0.621601230376367,0.0250221745016573
"284","Nchanga","presidential",2016,0.547182819061149,0.0132101405009163
"285","Nchelenge","presidential",2016,0.389192867837212,0.0192348045044415
"286","Ndola Central","presidential",2016,0.535364424654324,0.0243389949220802
"287","Nkana","presidential",2016,0.569816470779948,0.0143347394008722
"288","Nkeyema","presidential",2016,0.51304347826087,0.0294421898623379
"289","Nyimba","presidential",2016,0.474244349641463,0.0378487008947797
"290","Pambashe","presidential",2016,0.639081217716233,0.0262252794496991
"291","Pemba","presidential",2016,0.77758504101373,0.0155021173623714
"292","Petauke","presidential",2016,0.551145993983722,0.0398404166897545
"293","Roan","presidential",2016,0.567111715848853,0.0130960711786464
"294","Rufunsa","presidential",2016,0.439826352600691,0.033997441052824
"295","Senanga","presidential",2016,0.55705791317097,0.0279767997270556
"296","Senga Hill","presidential",2016,0.533751663814413,0.0322408265051657
"297","Serenje","presidential",2016,0.440804618054326,0.0317345545111272
"298","Sesheke","presidential",2016,0.585497990815155,0.0258594276610086
"299","Shangombo","presidential",2016,0.541987569247399,0.042505453412278
"300","Shiwan'gandu","presidential",2016,0.589198404529079,0.0268602937162199
"301","Siavonga","presidential",2016,0.754704220869634,0.0227188867218386
"302","Sikongo","presidential",2016,0.582413778181661,0.0265250018574931
"303","Sinazongwe","presidential",2016,0.730938465672444,0.0197366909450176
"304","Sinda","presidential",2016,0.559099951979145,0.0549079754601227
"305","Sioma","presidential",2016,0.53744304015132,0.0355943049112142
"306","Solwezi Central","presidential",2016,0.584738886703383,0.0167980658046883
"307","Solwezi East","presidential",2016,0.440300451545676,0.0368799921112316
"308","Solwezi West","presidential",2016,0.594266690499598,0.0321088844606535
"309","Vubwi","presidential",2016,0.50615476384144,0.0481037068780801
"310","Wusakile","presidential",2016,0.571401495209013,0.0118674676593079
"311","Zambezi East","presidential",2016,0.622742714106919,0.0190066035027275
"312","Zambezi West","presidential",2016,0.662302146349548,0.0136386386386386
