"","constit","election_type","year","party","candidate","pct_cast","won"
"595","Serenje","parliamentary",2016,"MMD","Maxwell M Kabanda",0.436534749034749,1
"596","Serenje","parliamentary",2016,"Patriotic Front","Phillip Kosamu",0.419401544401544,0
"597","Serenje","parliamentary",2016,"UPND","Clarissa Chikamba",0.115106177606178,0
"598","Sesheke","parliamentary",2016,"UPND","Frank S Kufakwandi",0.801189308484551,1
"599","Sesheke","parliamentary",2016,"Patriotic Front","Sililo Namawa",0.180235409514468,0
"600","Shangombo","parliamentary",2016,"UPND","Mubika Mubika",0.631500187055743,1
"601","Shangombo","parliamentary",2016,"Patriotic Front","Poniso Njeulu",0.343808454919566,0
"602","Shiwan'gandu","parliamentary",2016,"Patriotic Front","Stephen Kampyongo",0.590040852379375,1
"603","Shiwan'gandu","parliamentary",2016,"Independent","Kingfred E Chanda",0.100750800485812,0
"604","Shiwan'gandu","parliamentary",2016,"Independent","Martin T Kaluba",0.0933532074638401,0
"605","Shiwan'gandu","parliamentary",2016,"UPND","Elias Mubanga",0.0806558463067241,0
"606","Shiwan'gandu","parliamentary",2016,"Rainbow Party","Jonas K Chanda",0.0431158220161201,0
"607","Shiwan'gandu","parliamentary",2016,"Independent","Holland C Mulenga",0.0427845865076736,0
"608","Shiwan'gandu","parliamentary",2016,"FDD","Gwendoline Lesa",0.0189356298995252,0
"609","Siavonga","parliamentary",2016,"UPND","Darius Mulunda",0.833703468697124,1
"610","Siavonga","parliamentary",2016,"Patriotic Front","Brave Mweetwa",0.144828680203046,0
"611","Sikongo","parliamentary",2016,"UPND","Mundia Ndalamei",0.582392776523702,1
"612","Sikongo","parliamentary",2016,"Patriotic Front","Kufuka Kufuka",0.388788562829195,0
"613","Sikongo","parliamentary",2016,"FDD","Munukayumbwa M Kutauka",0.00684725357411588,0
"614","Sinazongwe","parliamentary",2016,"UPND","Gift S Sialubalo",0.790444893832154,1
"615","Sinazongwe","parliamentary",2016,"Patriotic Front","Richwell Siamunene",0.141809908998989,0
"616","Sinazongwe","parliamentary",2016,"Independent","Neddy Shanza",0.0443974630021142,0
"617","Sinazongwe","parliamentary",2016,"FDD","Fudick Simunyika",0.00199926463829396,0
"618","Sinda","parliamentary",2016,"Independent","Masauso K Tembo",0.445662949194548,1
"619","Sinda","parliamentary",2016,"UPND","Levy J Ngoma",0.341263940520446,0
"620","Sinda","parliamentary",2016,"Patriotic Front","Gladys Banda",0.17001239157373,0
"621","Sioma","parliamentary",2016,"Independent","Mbololwa Subulwa",0.34394802278014,1
"622","Sioma","parliamentary",2016,"Patriotic Front","Mutomena Mubiana",0.317798989331836,0
"623","Sioma","parliamentary",2016,"UPND","Kaliye Mandandi",0.271677227881607,0
"624","Sioma","parliamentary",2016,"FDD","Newton N Nyambe",0.010989010989011,0
"625","Sioma","parliamentary",2016,"ADD","Sitali B Sitali",0.00521376433785193,0
"626","Solwezi Central","parliamentary",2016,"UPND","Stafford Mulusa",0.752613463881822,1
"627","Solwezi Central","parliamentary",2016,"Patriotic Front","Dawson Kafwaya",0.225324411569789,0
"628","Solwezi Central","parliamentary",2016,"Green Party","Monty K Mwansa",0.00870085725890929,0
"629","Solwezi East","parliamentary",2016,"UPND","Leaky Kintu",0.669018343075993,1
"630","Solwezi East","parliamentary",2016,"Patriotic Front","Richard Taima",0.253376335416247,0
"631","Solwezi East","parliamentary",2016,"FDD","Wilson Kafunga",0.0400120943358194,0
"632","Solwezi West","parliamentary",2016,"UPND","Teddy J Kasonso",0.760710826316966,1
"633","Solwezi West","parliamentary",2016,"FDD","Nathan B Bukonke",0.100067059086506,0
"634","Solwezi West","parliamentary",2016,"Patriotic Front","Marjorie K Dauchi",0.0925042843305268,0
"635","Vubwi","parliamentary",2016,"Patriotic Front","Margaret Miti",0.528526915225099,1
"636","Vubwi","parliamentary",2016,"UPND","Alfonso K Phiri",0.300633931449447,0
"637","Vubwi","parliamentary",2016,"UDF","Vincent I Mwale",0.0594176426345761,0
"638","Vubwi","parliamentary",2016,"FDD","Exerviel Banda",0.0373912109165144,0
"639","Vubwi","parliamentary",2016,"Rainbow Party","Dominic Banda",0.0294402062963361,0
"640","Wusakile","parliamentary",2016,"Independent","Pavyuma Kalobo",0.52275092936803,1
"641","Wusakile","parliamentary",2016,"Patriotic Front","Ackson Simwizye",0.306505576208178,0
"642","Wusakile","parliamentary",2016,"UPND","Mundia Sikufele",0.0985130111524164,0
"643","Wusakile","parliamentary",2016,"Independent","Kazenene Chisala",0.0454275092936803,0
"644","Wusakile","parliamentary",2016,"FDD","Justin Katoka",0.00561338289962825,0
"645","Zambezi East","parliamentary",2016,"UPND","Brian Kambita",0.677989521561402,1
"646","Zambezi East","parliamentary",2016,"Patriotic Front","Kenneth K Kankinza",0.253037019978122,0
"647","Zambezi East","parliamentary",2016,"FDD","Paul K Kambanji",0.025677931947723,0
"648","Zambezi East","parliamentary",2016,"Rainbow Party","Womba Nkanza",0.0189417928493293,0
"649","Zambezi West","parliamentary",2016,"UPND","Prisca C Kucheka",0.504018369690011,1
"650","Zambezi West","parliamentary",2016,"Patriotic Front","Christabel Mm Ngimbu",0.479270315091211,0
"651","Zambezi West","parliamentary",2016,"FDD","Kahalu P Samukonga",0.00574052812858783,0
"652","Livingstone","parliamentary",2016,"UDF",NA,0,NA
"653","Livingstone","parliamentary",2016,"NAREP",NA,0,NA
"654","Livingstone","parliamentary",2016,"ADD",NA,0,NA
"655","Livingstone","parliamentary",2016,"GOP",NA,0,NA
"656","Livingstone","parliamentary",2016,"RRP",NA,0,NA
"657","Livingstone","parliamentary",2016,"Green Party",NA,0,NA
"658","Mapatizya","parliamentary",2016,"Independent",NA,0,NA
"659","Mapatizya","parliamentary",2016,"Rainbow Party",NA,0,NA
"660","Mapatizya","parliamentary",2016,"MMD",NA,0,NA
"661","Mapatizya","parliamentary",2016,"UDF",NA,0,NA
"662","Mapatizya","parliamentary",2016,"UNIP",NA,0,NA
"663","Mapatizya","parliamentary",2016,"NAREP",NA,0,NA
"664","Mapatizya","parliamentary",2016,"ADD",NA,0,NA
"665","Mapatizya","parliamentary",2016,"UPP",NA,0,NA
"666","Mapatizya","parliamentary",2016,"GOP",NA,0,NA
"667","Mapatizya","parliamentary",2016,"RRP",NA,0,NA
"668","Mapatizya","parliamentary",2016,"Green Party",NA,0,NA
"669","Sinazongwe","parliamentary",2016,"Rainbow Party",NA,0,NA
"670","Sinazongwe","parliamentary",2016,"MMD",NA,0,NA
"671","Sinazongwe","parliamentary",2016,"UDF",NA,0,NA
"672","Sinazongwe","parliamentary",2016,"UNIP",NA,0,NA
"673","Sinazongwe","parliamentary",2016,"NAREP",NA,0,NA
"674","Sinazongwe","parliamentary",2016,"ADD",NA,0,NA
"675","Sinazongwe","parliamentary",2016,"UPP",NA,0,NA
"676","Sinazongwe","parliamentary",2016,"GOP",NA,0,NA
"677","Sinazongwe","parliamentary",2016,"RRP",NA,0,NA
"678","Sinazongwe","parliamentary",2016,"Green Party",NA,0,NA
"679","Mwandi","parliamentary",2016,"Independent",NA,0,NA
"680","Mwandi","parliamentary",2016,"UDF",NA,0,NA
"681","Mwandi","parliamentary",2016,"UNIP",NA,0,NA
"682","Mwandi","parliamentary",2016,"NAREP",NA,0,NA
"683","Mwandi","parliamentary",2016,"ADD",NA,0,NA
"684","Mwandi","parliamentary",2016,"UPP",NA,0,NA
"685","Mwandi","parliamentary",2016,"GOP",NA,0,NA
"686","Mwandi","parliamentary",2016,"RRP",NA,0,NA
"687","Mwandi","parliamentary",2016,"Green Party",NA,0,NA
"688","Kalomo Central","parliamentary",2016,"FDD",NA,0,NA
"689","Kalomo Central","parliamentary",2016,"Rainbow Party",NA,0,NA
"690","Kalomo Central","parliamentary",2016,"MMD",NA,0,NA
"691","Kalomo Central","parliamentary",2016,"UDF",NA,0,NA
"692","Kalomo Central","parliamentary",2016,"UNIP",NA,0,NA
"693","Kalomo Central","parliamentary",2016,"NAREP",NA,0,NA
"694","Kalomo Central","parliamentary",2016,"ADD",NA,0,NA
"695","Kalomo Central","parliamentary",2016,"UPP",NA,0,NA
"696","Kalomo Central","parliamentary",2016,"GOP",NA,0,NA
"697","Kalomo Central","parliamentary",2016,"RRP",NA,0,NA
"698","Kalomo Central","parliamentary",2016,"Green Party",NA,0,NA
"699","Choma Central","parliamentary",2016,"FDD",NA,0,NA
"700","Choma Central","parliamentary",2016,"MMD",NA,0,NA
"701","Choma Central","parliamentary",2016,"UDF",NA,0,NA
"702","Choma Central","parliamentary",2016,"UNIP",NA,0,NA
"703","Choma Central","parliamentary",2016,"NAREP",NA,0,NA
"704","Choma Central","parliamentary",2016,"ADD",NA,0,NA
"705","Choma Central","parliamentary",2016,"UPP",NA,0,NA
"706","Choma Central","parliamentary",2016,"GOP",NA,0,NA
"707","Choma Central","parliamentary",2016,"RRP",NA,0,NA
"708","Choma Central","parliamentary",2016,"Green Party",NA,0,NA
"709","Pemba","parliamentary",2016,"Independent",NA,0,NA
"710","Pemba","parliamentary",2016,"MMD",NA,0,NA
"711","Pemba","parliamentary",2016,"UDF",NA,0,NA
"712","Pemba","parliamentary",2016,"UNIP",NA,0,NA
"713","Pemba","parliamentary",2016,"NAREP",NA,0,NA
"714","Pemba","parliamentary",2016,"ADD",NA,0,NA
"715","Pemba","parliamentary",2016,"UPP",NA,0,NA
"716","Pemba","parliamentary",2016,"GOP",NA,0,NA
"717","Pemba","parliamentary",2016,"RRP",NA,0,NA
"718","Pemba","parliamentary",2016,"Green Party",NA,0,NA
"719","Gwembe","parliamentary",2016,"Independent",NA,0,NA
"720","Gwembe","parliamentary",2016,"Rainbow Party",NA,0,NA
"721","Gwembe","parliamentary",2016,"MMD",NA,0,NA
"722","Gwembe","parliamentary",2016,"UDF",NA,0,NA
"723","Gwembe","parliamentary",2016,"UNIP",NA,0,NA
"724","Gwembe","parliamentary",2016,"NAREP",NA,0,NA
"725","Gwembe","parliamentary",2016,"ADD",NA,0,NA
"726","Gwembe","parliamentary",2016,"UPP",NA,0,NA
"727","Gwembe","parliamentary",2016,"GOP",NA,0,NA
"728","Gwembe","parliamentary",2016,"RRP",NA,0,NA
"729","Gwembe","parliamentary",2016,"Green Party",NA,0,NA
"730","Dundumwezi","parliamentary",2016,"Rainbow Party",NA,0,NA
"731","Dundumwezi","parliamentary",2016,"MMD",NA,0,NA
"732","Dundumwezi","parliamentary",2016,"UDF",NA,0,NA
"733","Dundumwezi","parliamentary",2016,"UNIP",NA,0,NA
"734","Dundumwezi","parliamentary",2016,"NAREP",NA,0,NA
"735","Dundumwezi","parliamentary",2016,"ADD",NA,0,NA
"736","Dundumwezi","parliamentary",2016,"UPP",NA,0,NA
"737","Dundumwezi","parliamentary",2016,"GOP",NA,0,NA
"738","Dundumwezi","parliamentary",2016,"RRP",NA,0,NA
"739","Dundumwezi","parliamentary",2016,"Green Party",NA,0,NA
"740","Sesheke","parliamentary",2016,"FDD",NA,0,NA
"741","Sesheke","parliamentary",2016,"Independent",NA,0,NA
"742","Sesheke","parliamentary",2016,"Rainbow Party",NA,0,NA
"743","Sesheke","parliamentary",2016,"MMD",NA,0,NA
"744","Sesheke","parliamentary",2016,"UDF",NA,0,NA
"745","Sesheke","parliamentary",2016,"UNIP",NA,0,NA
"746","Sesheke","parliamentary",2016,"NAREP",NA,0,NA
"747","Sesheke","parliamentary",2016,"ADD",NA,0,NA
"748","Sesheke","parliamentary",2016,"UPP",NA,0,NA
"749","Sesheke","parliamentary",2016,"GOP",NA,0,NA
"750","Sesheke","parliamentary",2016,"RRP",NA,0,NA
"751","Sesheke","parliamentary",2016,"Green Party",NA,0,NA
"752","Monze Central","parliamentary",2016,"Independent",NA,0,NA
"753","Monze Central","parliamentary",2016,"Rainbow Party",NA,0,NA
"754","Monze Central","parliamentary",2016,"MMD",NA,0,NA
"755","Monze Central","parliamentary",2016,"UDF",NA,0,NA
"756","Monze Central","parliamentary",2016,"UNIP",NA,0,NA
"757","Monze Central","parliamentary",2016,"NAREP",NA,0,NA
"758","Monze Central","parliamentary",2016,"ADD",NA,0,NA
"759","Monze Central","parliamentary",2016,"UPP",NA,0,NA
"760","Monze Central","parliamentary",2016,"GOP",NA,0,NA
"761","Monze Central","parliamentary",2016,"RRP",NA,0,NA
"762","Monze Central","parliamentary",2016,"Green Party",NA,0,NA
"763","Siavonga","parliamentary",2016,"FDD",NA,0,NA
"764","Siavonga","parliamentary",2016,"Independent",NA,0,NA
"765","Siavonga","parliamentary",2016,"Rainbow Party",NA,0,NA
"766","Siavonga","parliamentary",2016,"MMD",NA,0,NA
"767","Siavonga","parliamentary",2016,"UDF",NA,0,NA
"768","Siavonga","parliamentary",2016,"UNIP",NA,0,NA
"769","Siavonga","parliamentary",2016,"NAREP",NA,0,NA
"770","Siavonga","parliamentary",2016,"ADD",NA,0,NA
"771","Siavonga","parliamentary",2016,"UPP",NA,0,NA
"772","Siavonga","parliamentary",2016,"GOP",NA,0,NA
"773","Siavonga","parliamentary",2016,"RRP",NA,0,NA
"774","Siavonga","parliamentary",2016,"Green Party",NA,0,NA
"775","Mbabala","parliamentary",2016,"FDD",NA,0,NA
"776","Mbabala","parliamentary",2016,"Independent",NA,0,NA
"777","Mbabala","parliamentary",2016,"Rainbow Party",NA,0,NA
"778","Mbabala","parliamentary",2016,"MMD",NA,0,NA
"779","Mbabala","parliamentary",2016,"UDF",NA,0,NA
"780","Mbabala","parliamentary",2016,"UNIP",NA,0,NA
"781","Mbabala","parliamentary",2016,"NAREP",NA,0,NA
"782","Mbabala","parliamentary",2016,"ADD",NA,0,NA
"783","Mbabala","parliamentary",2016,"UPP",NA,0,NA
"784","Mbabala","parliamentary",2016,"GOP",NA,0,NA
"785","Mbabala","parliamentary",2016,"RRP",NA,0,NA
"786","Mbabala","parliamentary",2016,"Green Party",NA,0,NA
"787","Sioma","parliamentary",2016,"Rainbow Party",NA,0,NA
"788","Sioma","parliamentary",2016,"MMD",NA,0,NA
"789","Sioma","parliamentary",2016,"UDF",NA,0,NA
"790","Sioma","parliamentary",2016,"UNIP",NA,0,NA
"791","Sioma","parliamentary",2016,"NAREP",NA,0,NA
"792","Sioma","parliamentary",2016,"UPP",NA,0,NA
"793","Sioma","parliamentary",2016,"GOP",NA,0,NA
"794","Sioma","parliamentary",2016,"RRP",NA,0,NA
"795","Sioma","parliamentary",2016,"Green Party",NA,0,NA
"796","Katombola","parliamentary",2016,"FDD",NA,0,NA
"797","Katombola","parliamentary",2016,"Independent",NA,0,NA
"798","Katombola","parliamentary",2016,"Rainbow Party",NA,0,NA
"799","Katombola","parliamentary",2016,"MMD",NA,0,NA
"800","Katombola","parliamentary",2016,"UDF",NA,0,NA
"801","Katombola","parliamentary",2016,"UNIP",NA,0,NA
"802","Katombola","parliamentary",2016,"NAREP",NA,0,NA
"803","Katombola","parliamentary",2016,"UPP",NA,0,NA
"804","Katombola","parliamentary",2016,"GOP",NA,0,NA
"805","Katombola","parliamentary",2016,"RRP",NA,0,NA
"806","Katombola","parliamentary",2016,"Green Party",NA,0,NA
"807","Moomba","parliamentary",2016,"Rainbow Party",NA,0,NA
"808","Moomba","parliamentary",2016,"MMD",NA,0,NA
"809","Moomba","parliamentary",2016,"UDF",NA,0,NA
"810","Moomba","parliamentary",2016,"UNIP",NA,0,NA
"811","Moomba","parliamentary",2016,"NAREP",NA,0,NA
"812","Moomba","parliamentary",2016,"ADD",NA,0,NA
"813","Moomba","parliamentary",2016,"UPP",NA,0,NA
"814","Moomba","parliamentary",2016,"GOP",NA,0,NA
"815","Moomba","parliamentary",2016,"RRP",NA,0,NA
"816","Moomba","parliamentary",2016,"Green Party",NA,0,NA
"817","Chirundu","parliamentary",2016,"FDD",NA,0,NA
"818","Chirundu","parliamentary",2016,"Independent",NA,0,NA
"819","Chirundu","parliamentary",2016,"Rainbow Party",NA,0,NA
"820","Chirundu","parliamentary",2016,"MMD",NA,0,NA
"821","Chirundu","parliamentary",2016,"UDF",NA,0,NA
"822","Chirundu","parliamentary",2016,"UNIP",NA,0,NA
"823","Chirundu","parliamentary",2016,"NAREP",NA,0,NA
"824","Chirundu","parliamentary",2016,"ADD",NA,0,NA
"825","Chirundu","parliamentary",2016,"UPP",NA,0,NA
"826","Chirundu","parliamentary",2016,"GOP",NA,0,NA
"827","Chirundu","parliamentary",2016,"RRP",NA,0,NA
"828","Chirundu","parliamentary",2016,"Green Party",NA,0,NA
"829","Shangombo","parliamentary",2016,"FDD",NA,0,NA
"830","Shangombo","parliamentary",2016,"Independent",NA,0,NA
"831","Shangombo","parliamentary",2016,"Rainbow Party",NA,0,NA
"832","Shangombo","parliamentary",2016,"MMD",NA,0,NA
"833","Shangombo","parliamentary",2016,"UDF",NA,0,NA
"834","Shangombo","parliamentary",2016,"UNIP",NA,0,NA
"835","Shangombo","parliamentary",2016,"NAREP",NA,0,NA
"836","Shangombo","parliamentary",2016,"ADD",NA,0,NA
"837","Shangombo","parliamentary",2016,"UPP",NA,0,NA
"838","Shangombo","parliamentary",2016,"GOP",NA,0,NA
"839","Shangombo","parliamentary",2016,"RRP",NA,0,NA
"840","Shangombo","parliamentary",2016,"Green Party",NA,0,NA
"841","Chikankata","parliamentary",2016,"Independent",NA,0,NA
"842","Chikankata","parliamentary",2016,"MMD",NA,0,NA
"843","Chikankata","parliamentary",2016,"UDF",NA,0,NA
"844","Chikankata","parliamentary",2016,"UNIP",NA,0,NA
"845","Chikankata","parliamentary",2016,"NAREP",NA,0,NA
"846","Chikankata","parliamentary",2016,"ADD",NA,0,NA
"847","Chikankata","parliamentary",2016,"UPP",NA,0,NA
"848","Chikankata","parliamentary",2016,"GOP",NA,0,NA
"849","Chikankata","parliamentary",2016,"RRP",NA,0,NA
"850","Chikankata","parliamentary",2016,"Green Party",NA,0,NA
"851","Bweengwa","parliamentary",2016,"FDD",NA,0,NA
"852","Bweengwa","parliamentary",2016,"Independent",NA,0,NA
"853","Bweengwa","parliamentary",2016,"Rainbow Party",NA,0,NA
"854","Bweengwa","parliamentary",2016,"MMD",NA,0,NA
"855","Bweengwa","parliamentary",2016,"UDF",NA,0,NA
"856","Bweengwa","parliamentary",2016,"UNIP",NA,0,NA
"857","Bweengwa","parliamentary",2016,"NAREP",NA,0,NA
"858","Bweengwa","parliamentary",2016,"ADD",NA,0,NA
"859","Bweengwa","parliamentary",2016,"UPP",NA,0,NA
"860","Bweengwa","parliamentary",2016,"GOP",NA,0,NA
"861","Bweengwa","parliamentary",2016,"RRP",NA,0,NA
"862","Bweengwa","parliamentary",2016,"Green Party",NA,0,NA
"863","Mazabuka Central","parliamentary",2016,"Independent",NA,0,NA
"864","Mazabuka Central","parliamentary",2016,"Rainbow Party",NA,0,NA
"865","Mazabuka Central","parliamentary",2016,"UDF",NA,0,NA
"866","Mazabuka Central","parliamentary",2016,"UNIP",NA,0,NA
"867","Mazabuka Central","parliamentary",2016,"NAREP",NA,0,NA
"868","Mazabuka Central","parliamentary",2016,"ADD",NA,0,NA
"869","Mazabuka Central","parliamentary",2016,"UPP",NA,0,NA
"870","Mazabuka Central","parliamentary",2016,"GOP",NA,0,NA
"871","Mazabuka Central","parliamentary",2016,"RRP",NA,0,NA
"872","Mazabuka Central","parliamentary",2016,"Green Party",NA,0,NA
"873","Namwala","parliamentary",2016,"Independent",NA,0,NA
"874","Namwala","parliamentary",2016,"Rainbow Party",NA,0,NA
"875","Namwala","parliamentary",2016,"MMD",NA,0,NA
"876","Namwala","parliamentary",2016,"UDF",NA,0,NA
"877","Namwala","parliamentary",2016,"UNIP",NA,0,NA
"878","Namwala","parliamentary",2016,"NAREP",NA,0,NA
"879","Namwala","parliamentary",2016,"ADD",NA,0,NA
"880","Namwala","parliamentary",2016,"UPP",NA,0,NA
"881","Namwala","parliamentary",2016,"GOP",NA,0,NA
"882","Namwala","parliamentary",2016,"RRP",NA,0,NA
"883","Namwala","parliamentary",2016,"Green Party",NA,0,NA
"884","Mulobezi","parliamentary",2016,"MMD",NA,0,NA
"885","Mulobezi","parliamentary",2016,"UDF",NA,0,NA
"886","Mulobezi","parliamentary",2016,"UNIP",NA,0,NA
"887","Mulobezi","parliamentary",2016,"NAREP",NA,0,NA
"888","Mulobezi","parliamentary",2016,"ADD",NA,0,NA
"889","Mulobezi","parliamentary",2016,"UPP",NA,0,NA
"890","Mulobezi","parliamentary",2016,"GOP",NA,0,NA
"891","Mulobezi","parliamentary",2016,"RRP",NA,0,NA
"892","Mulobezi","parliamentary",2016,"Green Party",NA,0,NA
"893","Kafue","parliamentary",2016,"FDD",NA,0,NA
"894","Kafue","parliamentary",2016,"Independent",NA,0,NA
"895","Kafue","parliamentary",2016,"MMD",NA,0,NA
"896","Kafue","parliamentary",2016,"UDF",NA,0,NA
"897","Kafue","parliamentary",2016,"NAREP",NA,0,NA
"898","Kafue","parliamentary",2016,"ADD",NA,0,NA
"899","Kafue","parliamentary",2016,"UPP",NA,0,NA
"900","Kafue","parliamentary",2016,"GOP",NA,0,NA
"901","Kafue","parliamentary",2016,"RRP",NA,0,NA
"902","Kafue","parliamentary",2016,"Green Party",NA,0,NA
"903","Magoye","parliamentary",2016,"FDD",NA,0,NA
"904","Magoye","parliamentary",2016,"Independent",NA,0,NA
"905","Magoye","parliamentary",2016,"Rainbow Party",NA,0,NA
"906","Magoye","parliamentary",2016,"MMD",NA,0,NA
"907","Magoye","parliamentary",2016,"UDF",NA,0,NA
"908","Magoye","parliamentary",2016,"UNIP",NA,0,NA
"909","Magoye","parliamentary",2016,"NAREP",NA,0,NA
"910","Magoye","parliamentary",2016,"ADD",NA,0,NA
"911","Magoye","parliamentary",2016,"UPP",NA,0,NA
"912","Magoye","parliamentary",2016,"GOP",NA,0,NA
"913","Magoye","parliamentary",2016,"RRP",NA,0,NA
"914","Magoye","parliamentary",2016,"Green Party",NA,0,NA
"915","Nalolo","parliamentary",2016,"Rainbow Party",NA,0,NA
"916","Nalolo","parliamentary",2016,"MMD",NA,0,NA
"917","Nalolo","parliamentary",2016,"UDF",NA,0,NA
"918","Nalolo","parliamentary",2016,"NAREP",NA,0,NA
"919","Nalolo","parliamentary",2016,"ADD",NA,0,NA
"920","Nalolo","parliamentary",2016,"UPP",NA,0,NA
"921","Nalolo","parliamentary",2016,"GOP",NA,0,NA
"922","Nalolo","parliamentary",2016,"RRP",NA,0,NA
"923","Nalolo","parliamentary",2016,"Green Party",NA,0,NA
"924","Senanga","parliamentary",2016,"Independent",NA,0,NA
"925","Senanga","parliamentary",2016,"Rainbow Party",NA,0,NA
"926","Senanga","parliamentary",2016,"UDF",NA,0,NA
"927","Senanga","parliamentary",2016,"NAREP",NA,0,NA
"928","Senanga","parliamentary",2016,"UPP",NA,0,NA
"929","Senanga","parliamentary",2016,"GOP",NA,0,NA
"930","Senanga","parliamentary",2016,"RRP",NA,0,NA
"931","Senanga","parliamentary",2016,"Green Party",NA,0,NA
"932","Mandevu","parliamentary",2016,"Independent",NA,0,NA
"933","Mandevu","parliamentary",2016,"ADD",NA,0,NA
"934","Mandevu","parliamentary",2016,"UPP",NA,0,NA
"935","Mandevu","parliamentary",2016,"GOP",NA,0,NA
"936","Mandevu","parliamentary",2016,"RRP",NA,0,NA
"937","Mandevu","parliamentary",2016,"Green Party",NA,0,NA
"938","Itezhitezhi","parliamentary",2016,"Independent",NA,0,NA
"939","Itezhitezhi","parliamentary",2016,"MMD",NA,0,NA
"940","Itezhitezhi","parliamentary",2016,"UDF",NA,0,NA
"941","Itezhitezhi","parliamentary",2016,"UNIP",NA,0,NA
"942","Itezhitezhi","parliamentary",2016,"NAREP",NA,0,NA
"943","Itezhitezhi","parliamentary",2016,"ADD",NA,0,NA
"944","Itezhitezhi","parliamentary",2016,"UPP",NA,0,NA
"945","Itezhitezhi","parliamentary",2016,"GOP",NA,0,NA
"946","Itezhitezhi","parliamentary",2016,"RRP",NA,0,NA
"947","Itezhitezhi","parliamentary",2016,"Green Party",NA,0,NA
"948","Chilanga","parliamentary",2016,"Rainbow Party",NA,0,NA
"949","Chilanga","parliamentary",2016,"MMD",NA,0,NA
"950","Chilanga","parliamentary",2016,"UDF",NA,0,NA
"951","Chilanga","parliamentary",2016,"NAREP",NA,0,NA
"952","Chilanga","parliamentary",2016,"ADD",NA,0,NA
"953","Chilanga","parliamentary",2016,"UPP",NA,0,NA
"954","Chilanga","parliamentary",2016,"GOP",NA,0,NA
"955","Chilanga","parliamentary",2016,"RRP",NA,0,NA
"956","Chilanga","parliamentary",2016,"Green Party",NA,0,NA
"957","Mongu Central","parliamentary",2016,"FDD",NA,0,NA
"958","Mongu Central","parliamentary",2016,"Independent",NA,0,NA
"959","Mongu Central","parliamentary",2016,"UDF",NA,0,NA
"960","Mongu Central","parliamentary",2016,"NAREP",NA,0,NA
"961","Mongu Central","parliamentary",2016,"ADD",NA,0,NA
"962","Mongu Central","parliamentary",2016,"UPP",NA,0,NA
"963","Mongu Central","parliamentary",2016,"GOP",NA,0,NA
"964","Mongu Central","parliamentary",2016,"RRP",NA,0,NA
"965","Mongu Central","parliamentary",2016,"Green Party",NA,0,NA
"966","Chongwe","parliamentary",2016,"Independent",NA,0,NA
"967","Chongwe","parliamentary",2016,"Rainbow Party",NA,0,NA
"968","Chongwe","parliamentary",2016,"MMD",NA,0,NA
"969","Chongwe","parliamentary",2016,"UDF",NA,0,NA
"970","Chongwe","parliamentary",2016,"UNIP",NA,0,NA
"971","Chongwe","parliamentary",2016,"NAREP",NA,0,NA
"972","Chongwe","parliamentary",2016,"ADD",NA,0,NA
"973","Chongwe","parliamentary",2016,"UPP",NA,0,NA
"974","Chongwe","parliamentary",2016,"GOP",NA,0,NA
"975","Chongwe","parliamentary",2016,"RRP",NA,0,NA
"976","Chongwe","parliamentary",2016,"Green Party",NA,0,NA
"977","Nalikwanda","parliamentary",2016,"FDD",NA,0,NA
"978","Nalikwanda","parliamentary",2016,"Independent",NA,0,NA
"979","Nalikwanda","parliamentary",2016,"Rainbow Party",NA,0,NA
"980","Nalikwanda","parliamentary",2016,"MMD",NA,0,NA
"981","Nalikwanda","parliamentary",2016,"UDF",NA,0,NA
"982","Nalikwanda","parliamentary",2016,"UNIP",NA,0,NA
"983","Nalikwanda","parliamentary",2016,"NAREP",NA,0,NA
"984","Nalikwanda","parliamentary",2016,"ADD",NA,0,NA
"985","Nalikwanda","parliamentary",2016,"UPP",NA,0,NA
"986","Nalikwanda","parliamentary",2016,"GOP",NA,0,NA
"987","Nalikwanda","parliamentary",2016,"RRP",NA,0,NA
"988","Nalikwanda","parliamentary",2016,"Green Party",NA,0,NA
"989","Feira","parliamentary",2016,"FDD",NA,0,NA
"990","Feira","parliamentary",2016,"Rainbow Party",NA,0,NA
"991","Feira","parliamentary",2016,"MMD",NA,0,NA
"992","Feira","parliamentary",2016,"UDF",NA,0,NA
"993","Feira","parliamentary",2016,"UNIP",NA,0,NA
"994","Feira","parliamentary",2016,"NAREP",NA,0,NA
"995","Feira","parliamentary",2016,"ADD",NA,0,NA
"996","Feira","parliamentary",2016,"UPP",NA,0,NA
"997","Feira","parliamentary",2016,"GOP",NA,0,NA
"998","Feira","parliamentary",2016,"RRP",NA,0,NA
"999","Feira","parliamentary",2016,"Green Party",NA,0,NA
"1000","Mwembezhi","parliamentary",2016,"MMD",NA,0,NA
"1001","Mwembezhi","parliamentary",2016,"UDF",NA,0,NA
"1002","Mwembezhi","parliamentary",2016,"UNIP",NA,0,NA
"1003","Mwembezhi","parliamentary",2016,"NAREP",NA,0,NA
"1004","Mwembezhi","parliamentary",2016,"ADD",NA,0,NA
"1005","Mwembezhi","parliamentary",2016,"UPP",NA,0,NA
"1006","Mwembezhi","parliamentary",2016,"GOP",NA,0,NA
"1007","Mwembezhi","parliamentary",2016,"RRP",NA,0,NA
