"","constit","election_type","year","turnout","pct_rejected"
"405","Lupososhi","parliamentary",2011,0.599600368890255,0.00249935913868239
"406","Mbala","parliamentary",2011,0.569963447024483,0.00705914921103626
"407","Mpulungu","parliamentary",2011,0.569826537185942,0.0015492839795662
"408","Senga Hill","parliamentary",2011,0.552518029957468,0.0042951971885982
"409","Kanchibiya","parliamentary",2011,0.540342645908865,0.00177608209446126
"410","Mfuwe","parliamentary",2011,0.48347836670115,0.000629326620516048
"411","Mpika","parliamentary",2011,0.542567147690396,0.00458131840162891
"412","Lunte","parliamentary",2011,0.602277072093122,0.0146716512661353
"413","Mporokoso","parliamentary",2011,0.632253288537099,0.0148608484193461
"414","Chavuma","parliamentary",2011,0.575667831546526,0.00133758617141681
"415","Manyinga","parliamentary",2011,0.587352299812364,0.000604386116387498
"416","Kabompo","parliamentary",2011,0.510142248241154,0.0012079726192873
"417","Kasempa","parliamentary",2011,0.556643879876203,0.0235840410582269
"418","Mufumbwe","parliamentary",2011,0.623598623598624,0.0259878960484158
"419","Mwinilunga","parliamentary",2011,0.610471794204972,0.0231105115552558
"420","Ikeleng'i","parliamentary",2011,0.647617872130338,0.0304936153992758
"421","Solwezi Central","parliamentary",2011,0.515255198487713,0.015408885790806
"422","Solwezi East","parliamentary",2011,0.400127413505832,0.0413962033067973
"423","Solwezi West","parliamentary",2011,0.474699879951981,0.0384396535373333
"424","Zambezi East","parliamentary",2011,0.533602935045443,0.00117196655988749
"425","Zambezi West","parliamentary",2011,0.477366255144033,0.00307881773399015
"426","Choma Central","parliamentary",2011,0.555559993609203,0.0251635631605435
"427","Mbabala","parliamentary",2011,0.602357898148523,0.00437180521926285
"428","Pemba","parliamentary",2011,0.618683617637592,0.0037065938353492
"429","Gwembe","parliamentary",2011,0.647035847582675,0.0266952847273459
"430","Dundumwezi","parliamentary",2011,0.588975265017668,0.00179985601151908
"431","Kalomo Central","parliamentary",2011,0.579531085353003,0.0208191281421883
"432","Katombola","parliamentary",2011,0.551123530096635,0.0239563968227142
"433","Mapatizya","parliamentary",2011,0.563265773502805,0.00169411126922816
"434","Livingstone","parliamentary",2011,0.579078694817658,0.0168787129343974
"435","Chikankata","parliamentary",2011,0.55326317251919,0.00307615041747756
"436","Mazabuka Central","parliamentary",2011,0.523188610093036,0.001616597063182
"437","Bweengwa","parliamentary",2011,0.646135596313532,0.0026126253354046
"438","Monze Central","parliamentary",2011,0.623368224388608,0.00222862632084534
"439","Moomba","parliamentary",2011,0.652681129758494,0.024877181979722
"440","Itezhitezhi","parliamentary",2011,0.453510290440469,0.0211213843413351
"441","Namwala","parliamentary",2011,0.554666231079168,0.000294492981250614
"442","Siavonga","parliamentary",2011,0.618022580985544,0.0325678675089636
"443","Sinazongwe","parliamentary",2011,0.572750190258752,0.000332184528505585
"444","Kalabo Central","parliamentary",2011,0.499040170636331,0.0210856247328679
"445","Liuwa","parliamentary",2011,0.577977626672516,0.00126502213788741
"446","Sikongo","parliamentary",2011,0.44180583218426,0.00219627788694949
"447","Kaoma Central","parliamentary",2011,0.479892840320301,0
"448","Luampa","parliamentary",2011,0.477468755500792,0.0305990783410138
"449","Mangango","parliamentary",2011,0.44343416681238,0.00315457413249211
"450","Lukulu East","parliamentary",2011,0.509242695289207,0.0249024199843872
"451","Mitete","parliamentary",2011,0.469846076204895,0.0334765485141425
"452","Luena","parliamentary",2011,0.572288006111536,0.00233605873519106
"453","Mongu Central","parliamentary",2011,0.490870498014333,0.012321569721486
"454","Nalikwanda","parliamentary",2011,0.459845481345939,0.0354813750414502
"455","Nalolo","parliamentary",2011,0.426236820762368,0.0197887926933689
"456","Senanga","parliamentary",2011,0.408190960019486,0.0269371750063933
"457","Shangombo","parliamentary",2011,0.402834506175877,0.00885658441241143
"458","Mulobezi","parliamentary",2011,0.574387120380534,0.0265001911071474
"459","Mwandi","parliamentary",2011,0.570552147239264,0.001453065969195
"460","Sesheke","parliamentary",2011,0.545299521425821,0.01876324018965
"461","Chisamba","parliamentary",2006,0.700598262333524,0.0307672502574665
"462","Katuba","parliamentary",2006,0.739441281609956,0.0182035213369144
"463","Keembe","parliamentary",2006,0.746586122297829,0.03075301484949
"464","Bwacha","parliamentary",2006,0.691967526895914,0
"465","Kabwe Central","parliamentary",2006,0.72779447263412,0.0137069753274444
"466","Kapiri Mposhi","parliamentary",2006,0.661728792243686,0.0351815429493271
"467","Mkushi North","parliamentary",2006,0.664370652136664,0.0378088409759117
"468","Mkushi South","parliamentary",2006,0.769871861652255,0.0365358592692828
"469","Mwembezhi","parliamentary",2006,0.749864381035044,0.0211242132677422
"470","Mumbwa","parliamentary",2006,0.805780953534375,0.0163326653306613
"471","Nangoma","parliamentary",2006,0.70798969072165,0.0215507826720058
"472","Chitambo","parliamentary",2006,0.688067696607406,0.00440031592011734
"473","Muchinga","parliamentary",2006,0.717506326201978,0.0283210430693598
"474","Serenje","parliamentary",2006,0.681458003169572,0.0449910554561717
"475","Chililabombwe","parliamentary",2006,0.729005701946759,0.0144397648910075
"476","Chingola","parliamentary",2006,0.76028724778849,0.0116678105696637
"477","Nchanga","parliamentary",2006,0.779713393099701,0.0129349766996211
"478","Kalulushi","parliamentary",2006,0.765017229496899,0.0190984108680768
"479","Chimwemwe","parliamentary",2006,0.768034265103697,0.0190364375864816
"480","Kamfinsa","parliamentary",2006,0.742663567967858,0.0168134082953219
"481","Kwacha","parliamentary",2006,0.86041218238947,0.0166201800040256
"482","Nkana","parliamentary",2006,0.763173434297822,0.0172044968367393
"483","Wusakile","parliamentary",2006,0.691355744366457,0.00828212663638792
"484","Luanshya","parliamentary",2006,0.741574727195997,0.0181293443355961
"485","Roan","parliamentary",2006,0.650971527510581,0.00886590321388992
"486","Kankoyo","parliamentary",2006,0.771863117870722,0.0169950738916256
"487","Kantanshi","parliamentary",2006,0.772878259425345,0.0168690233157838
"488","Mufulira","parliamentary",2006,0.740506953348457,0.025839104954715
"489","Lufwanyama","parliamentary",2006,0.623360376070968,0.0428145715502037
"490","Bwana Mkubwa","parliamentary",2006,0.422815448631542,0.0277912537251369
"491","Chifubu","parliamentary",2006,0.765408030645051,0.0207337235801421
"492","Kabushi","parliamentary",2006,0.786499797598165,0.0176281363928801
"493","Ndola Central","parliamentary",2006,0.700905409239817,0.0225967908140733
"494","Kafulafuta","parliamentary",2006,0.749174453734279,0.0378880240082528
"495","Masaiti","parliamentary",2006,0.654366250833254,0.0206650658517063
"496","Mpongwe","parliamentary",2006,0.627683197631384,0.0265330188679245
"497","Chadiza","parliamentary",2006,0.723806911684037,0.0389541492989769
"498","Vubwi","parliamentary",2006,0.726578449905482,0.0538037256738474
"499","Chama North","parliamentary",2006,0.826560351938411,0.0275430776395449
"500","Chama South","parliamentary",2006,0.830678908250578,0.0228571428571429
"501","Chipangali","parliamentary",2006,0.619149127810971,0.0195907283483658
"502","Chipata Central","parliamentary",2006,0.64949781774202,0.000526251872242238
"503","Kasenengwa","parliamentary",2006,0.658234859675037,0.0188405797101449
"504","Luangeni","parliamentary",2006,0.727151568999637,0.0302693696195501
"505","Milanzi","parliamentary",2006,0.733526246319423,0.0412485293099868
"506","Mkaika","parliamentary",2006,0.694909565541674,0.0573145862402061
"507","Sinda","parliamentary",2006,0.714906933268309,0.0442840088681712
"508","Chasefu","parliamentary",2006,0.737655094623386,0.0268020218323918
"509","Lumezi","parliamentary",2006,0.687477229821482,0.0253890253890254
"510","Lundazi","parliamentary",2006,0.731085889411215,0.0243347898682014
"511","Nyimba","parliamentary",2006,0.667487485871145,0.0361052313274872
"512","Kaumbwe","parliamentary",2006,0.698797369472805,0.00956689024073207
"513","Msanzala","parliamentary",2006,0.689782608695652,0.0292467696186574
"514","Petauke","parliamentary",2006,0.641880839502066,0.0346406357982032
"515","Malambo","parliamentary",2006,0.692079298373835,0.0375552768794139
"516","Kawambwa","parliamentary",2006,0.714644028554891,0.000899928005759539
"517","Mwansabombwe","parliamentary",2006,0.698610445615716,0.0253772290809328
"518","Pambashe","parliamentary",2006,0.738196575274671,0.0189058728881738
"519","Bahati","parliamentary",2006,0.630264596544938,0.0336548469918812
"520","Mansa Central","parliamentary",2006,0.671678421654594,0.0175600411508035
"521","Milenge","parliamentary",2006,0.589808701540545,0.00789322617680827
"522","Chipili","parliamentary",2006,0.75682382133995,0.022829386763813
"523","Mambilima","parliamentary",2006,0.733372131692717,0.021199410497676
"524","Mwense","parliamentary",2006,0.639442845394737,0.0217828148862632
"525","Chienge","parliamentary",2006,0.48868428075794,0.0208071650920212
"526","Nchelenge","parliamentary",2006,0.536911281489595,0.02203182374541
"527","Bangweulu","parliamentary",2006,0.708664238371052,0.0291961577350859
"528","Chifunabuli","parliamentary",2006,0.676735171505887,0.0359342915811088
"529","Luapula","parliamentary",2006,0.778980072851939,0.0305322514097098
"530","Chongwe","parliamentary",2006,0.700535422140697,0.0273521814514702
"531","Rufunsa","parliamentary",2006,0.686080021446284,0.0273517632118785
"532","Kafue","parliamentary",2006,0.71164863144494,0.014000155557284
"533","Chilanga","parliamentary",2006,0.692463746337065,0.0189887152777778
"534","Feira","parliamentary",2006,0.783665978435421,0.0156615925058548
"535","Chawama","parliamentary",2006,0.726280843117251,0.0114277551603457
"536","Kabwata","parliamentary",2006,0.715102421190344,0.017868778507343
"537","Kanyama","parliamentary",2006,0.673757912337275,0.0341893598635085
"538","Lusaka Central","parliamentary",2006,0.743901931401931,0.0129815628234899
"539","Mandevu","parliamentary",2006,0.711101694915254,0.023903161550641
"540","Matero","parliamentary",2006,0.710707610875408,0.0186958941973626
"541","Munali","parliamentary",2006,0.760162451541444,0.01792219146146
"542","Chilubi","parliamentary",2006,0.706406266766821,0.0257228214086789
"543","Chinsali","parliamentary",2006,0.691930340936963,0.0307810469100792
"544","Shiwan'gandu","parliamentary",2006,0.714486720994313,0.0288832362353327
"545","Mafinga","parliamentary",2006,0.825620802267546,0.0145533248749907
"546","Isoka","parliamentary",2006,0.695511057322038,0.0291070157399351
"547","Chimbamilonga","parliamentary",2006,0.686510779652185,0.0171726755218216
"548","Kaputa","parliamentary",2006,0.713104325699746,0.0204362987592247
"549","Kasama Central","parliamentary",2006,0.72911465892598,0.0216179632136317
"550","Lukashya","parliamentary",2006,0.713708953884802,0.0272784412319296
"551","Lubansenshi","parliamentary",2006,0.809189085564573,0.0247966516623233
"552","Mbala","parliamentary",2006,0.73078485687904,0.0324977256646113
"553","Senga Hill","parliamentary",2006,0.772339753710136,0.042459992991473
"554","Kanchibiya","parliamentary",2006,0.661519158382396,0.0238546833965568
"555","Mfuwe","parliamentary",2006,0.678542575537244,0.025836409096321
"556","Mpika","parliamentary",2006,0.713273310750579,0.0315565831406611
"557","Lunte","parliamentary",2006,0.769884493386798,0.0220771144278607
"558","Mporokoso","parliamentary",2006,0.728630363036304,0.0286490771147095
"559","Nakonde","parliamentary",2006,0.730557140140711,0.0391462779802186
"560","Malole","parliamentary",2006,0.721016304891467,0.0288568257491676
"561","Mpulungu","parliamentary",2006,0.686695445883405,0.0215778444809424
"562","Kabompo","parliamentary",2006,0.751323076923077,0.0247358506020149
"563","Kasempa","parliamentary",2006,0.651431252932895,0.027373577294338
"564","Mufumbwe","parliamentary",2006,0.750929178758719,0.0257644586073632
"565","Mwinilunga","parliamentary",2006,0.80367211728221,0.0299934224950669
"566","Ikeleng'i","parliamentary",2006,0.80443102568464,0.0261140772849818
"567","Solwezi Central","parliamentary",2006,0.670409930715935,0.0437497308702579
"568","Solwezi East","parliamentary",2006,0.530231105559026,0.0263870891742255
"569","Solwezi West","parliamentary",2006,0.716947611964964,0.0590675963810292
"570","Zambezi East","parliamentary",2006,0.74024174669151,0.0113592358332258
"571","Zambezi West","parliamentary",2006,0.66994232001709,0.0235969387755102
"572","Chavuma","parliamentary",2006,0.802200883156936,0.00664045434687636
"573","Choma Central","parliamentary",2006,0.75673348911573,0.0274337721436698
"574","Mbabala","parliamentary",2006,0.806289245489883,0.0222510661969219
"575","Pemba","parliamentary",2006,0.814872542611494,0.0258530264700438
"576","Gwembe","parliamentary",2006,0.823720904997016,0.0192991700698195
"577","Dundumwezi","parliamentary",2006,0.707693007183777,0.0418246064889174
"578","Kalomo Central","parliamentary",2006,0.769866598583009,0.0302201218753886
"579","Mapatizya","parliamentary",2006,0.842735581468642,0.0401218078854578
"580","Katombola","parliamentary",2006,0.746134692223059,0.0291812184710904
"581","Livingstone","parliamentary",2006,0.744260424942451,0.0129738606815383
"582","Chikankata","parliamentary",2006,0.690233362143475,0.0164663160530929
"583","Magoye","parliamentary",2006,0.752486299979704,0.0238705327039784
"584","Mazabuka Central","parliamentary",2006,0.719167648664961,0.0133082887059388
"585","Bweengwa","parliamentary",2006,0.774146741530503,0.0129573791867004
"586","Monze Central","parliamentary",2006,0.765231991217591,0.0213080168776371
"587","Moomba","parliamentary",2006,0.783139264089427,0.02402759605091
"588","Itezhitezhi","parliamentary",2006,0.656291516416777,0.0205320994794679
"589","Namwala","parliamentary",2006,0.716634429400387,0.0125609882694903
"590","Siavonga","parliamentary",2006,0.788784779343395,0.0372687704026115
"591","Sinazongwe","parliamentary",2006,0.779228746713409,0.0546245266749147
"592","Kalabo Central","parliamentary",2006,0.708327715608287,0.0477127085844807
"593","Liuwa","parliamentary",2006,0.730847457627119,0.0245163000265041
"594","Sikongo","parliamentary",2006,0.656185433884298,0.0569713667224245
"595","Kaoma Central","parliamentary",2006,0.592180592796579,0.021048767056232
"596","Luampa","parliamentary",2006,0.71778573905004,0.0538560618257929
"597","Mangango","parliamentary",2006,0.672688927943761,0.037830494304525
"598","Lukulu East","parliamentary",2006,0.689478430069764,0.0147301762114537
"599","Mitete","parliamentary",2006,0.715225845049357,0.00766764254844556
"600","Luena","parliamentary",2006,0.740378468226569,0.022968655556515
"601","Mongu Central","parliamentary",2006,0.67343031065131,0.0208793074180954
"602","Nalikwanda","parliamentary",2006,0.638352870453862,0.0344665222714003
"603","Nalolo","parliamentary",2006,0.708402948402948,0.0139428412874584
"604","Senanga","parliamentary",2006,0.686804316424505,0.0244339972782383
"605","Mulobezi","parliamentary",2006,0.686755952380952,0.0227518959913326
"606","Mwandi","parliamentary",2006,0.711905729378302,0.0196917808219178
"607","Sesheke","parliamentary",2006,0.697299890350877,0.0219164619164619
"608","Shangombo","parliamentary",2006,0.68815563608621,0.0301644493717664
"609","Katuba","presidential",2015,0.321900740638195,0.00849371035372541
"610","Keembe","presidential",2015,0.231151395631068,0.0151763740771124
"611","Chisamba","presidential",2015,0.247310989867498,0.0106103582309066
"612","Chitambo","presidential",2015,0.200254777070064,0.016030534351145
"613","Itezhitezhi","presidential",2015,0.371412081569835,0.00631927898062778
"614","Bwacha","presidential",2015,0.303877889963884,0.0135334432202655
"615","Kabwe Central","presidential",2015,0.341372295896413,0.00922477511029622
"616","Kapiri Mposhi","presidential",2015,0.201251525889757,0.0134267710971085
"617","Mkushi South","presidential",2015,0.318686473807662,0.00736015701668302
"618","Mkushi North","presidential",2015,0.18709167544784,0.00901154604336806
"619","Mumbwa","presidential",2015,0.289768669461264,0.0127518216888127
"620","Nangoma","presidential",2015,0.336240424278138,0.00946372239747634
"621","Muchinga","presidential",2015,0.228926963481741,0.010379677683693
"622","Serenje","presidential",2015,0.254068760821172,0.00973520249221184
"623","Chililabombwe","presidential",2015,0.322620266120778,0.0098702763677383
"624","Chingola","presidential",2015,0.324607515805925,0.00765948134369187
"625","Nchanga","presidential",2015,0.359328459247224,0.00602863602110023
"626","Kalulushi","presidential",2015,0.335776177053972,0.0111304564108942
"627","Chimwemwe","presidential",2015,0.383692409678489,0.00984796129923981
"628","Kamfinsa","presidential",2015,0.349318147759628,0.0096954096954097
"629","Kwacha","presidential",2015,0.354511574571777,0.00803598503992722
"630","Nkana","presidential",2015,0.38406242005628,0.00759341903683474
"631","Wusakile","presidential",2015,0.358624425984211,0.00431623624199698
"632","Luanshya","presidential",2015,0.307173110461824,0.0135673204542103
"633","Roan","presidential",2015,0.370716403502724,0.00464986515391054
"634","Lufwanyama","presidential",2015,0.183100687520462,0.0134915474642393
"635","Kafulafuta","presidential",2015,0.24096635388045,0.0109724612736661
"636","Masaiti","presidential",2015,0.24281162279038,0.0145289798468989
"637","Mpongwe","presidential",2015,0.198377410786465,0.00931451026051521
"638","Kankoyo","presidential",2015,0.346641410461897,0.00826677875858204
"639","Kantanshi","presidential",2015,0.341978897853853,0.00678192759575891
"640","Mufulira","presidential",2015,0.315162929533421,0.00924568722516631
"641","Bwana Mkubwa","presidential",2015,0.344043940954343,0.0107097718352957
"642","Chifubu","presidential",2015,0.375078783351619,0.0112646253422952
"643","Kabushi","presidential",2015,0.390691463052725,0.0113938473224459
"644","Ndola Central","presidential",2015,0.355944165621079,0.01305353602115
"645","Chadiza","presidential",2015,0.252929310270827,0.0113694213473613
"646","Chipangali","presidential",2015,0.173657927590512,0.00848310567936736
"647","Chipata Central","presidential",2015,0.29824278899378,0.00843625565229129
"648","Kasenengwa","presidential",2015,0.2084729535663,0.0126291618828932
"649","Luangeni","presidential",2015,0.243008278198613,0.0159147704853347
"650","Milanzi","presidential",2015,0.215354345324275,0.0165488708843303
"651","Mkaika","presidential",2015,0.20689452838492,0.00964265456608054
"652","Chasefu","presidential",2015,0.207722246565456,0.010919468916739
"653","Lumezi","presidential",2015,0.204559948979592,0.0113016367887763
"654","Lundazi","presidential",2015,0.27385431443903,0.012012012012012
"655","Malambo","presidential",2015,0.269311660072007,0.014162806088683
"656","Nyimba","presidential",2015,0.176731418918919,0.00938726745178358
"657","Kaumbwe","presidential",2015,0.184924051259215,0.0222073578595318
"658","Msanzala","presidential",2015,0.177396329027872,0.00977198697068404
"659","Petauke","presidential",2015,0.27241142661062,0.0134624468587624
"660","Sinda","presidential",2015,0.222498600833282,0.0197037451089994
"661","Vubwi","presidential",2015,0.234148500608609,0.0113421550094518
"662","Chienge","presidential",2015,0.138248455145962,0.00816892725030826
"663","Chipili","presidential",2015,0.40969921823241,0.0114812419146184
"664","Kawambwa","presidential",2015,0.330241576272075,0.00698191050460171
"665","Pambashe","presidential",2015,0.310008679975963,0.0133534352789145
"666","Luapula","presidential",2015,0.354560954816709,0.0173118538110123
"667","Bahati","presidential",2015,0.262683795078161,0.0088380862597219
"668","Mansa Central","presidential",2015,0.227574633456986,0.00970270899635178
"669","Milenge","presidential",2015,0.233082706766917,0.014336917562724
"670","Mwansabombwe","presidential",2015,0.252291788570314,0.0115964437572478
"671","Mambilima","presidential",2015,0.288711224816118,0.0077536552946389
"672","Mwense","presidential",2015,0.255031749086011,0.00890297268749057
"673","Nchelenge","presidential",2015,0.180303915838691,0.0122985985317952
"674","Bangweulu","presidential",2015,0.21957671957672,0.0164984261369804
"675","Chifunabuli","presidential",2015,0.280169392523364,0.01125820911081
"676","Chilanga","presidential",2015,0.321433844155077,0.0105640271908874
"677","Chongwe","presidential",2015,0.269105410483531,0.0127529210601311
"678","Kafue","presidential",2015,0.356447089550641,0.0108108108108108
"679","Feira","presidential",2015,0.382415630550622,0.00998606595448212
"680","Chawama","presidential",2015,0.36820361703357,0.0123970184386034
"681","Kabwata","presidential",2015,0.418887760423815,0.00625798630451165
"682","Kanyama","presidential",2015,0.339329071347426,0.0105031673614074
"683","Lusaka Central","presidential",2015,0.416220530043561,0.00579212271311017
"684","Mandevu","presidential",2015,0.372201424062248,0.011118232915886
"685","Matero","presidential",2015,0.39194479938666,0.00959783005581347
"686","Munali","presidential",2015,0.396003999669752,0.00803836174944403
"687","Rufunsa","presidential",2015,0.219443908090365,0.0184777826660801
"688","Mwembezhi","presidential",2015,0.380832021214884,0.0145794799260146
"689","Chama North","presidential",2015,0.281734412676542,0.012685312547761
"690","Chama South","presidential",2015,0.288695982164034,0.00936575747617483
"691","Chinsali","presidential",2015,0.307245726015973,0.0101263179872638
"692","Isoka","presidential",2015,0.259756609315988,0.00895873109120282
"693","Mafinga","presidential",2015,0.252022095087789,0.017351598173516
"694","Kanchibiya","presidential",2015,0.226070260275921,0.0102233406731677
"695","Mfuwe","presidential",2015,0.273983442902362,0.00999777827149522
"696","Mpika","presidential",2015,0.278499378195385,0.00756636070453982
"697","Nakonde","presidential",2015,0.223983357273763,0.0158115877930119
"698","Shiwan'gandu","presidential",2015,0.293711126468556,0.00941176470588235
"699","Chavuma","presidential",2015,0.448492387891713,0.00594373266411306
"700","Ikeleng'i","presidential",2015,0.457872970804271,0.0149636020490698
"701","Kabompo","presidential",2015,0.375199054810705,0.0119112814895947
"702","Kasempa","presidential",2015,0.362312429820681,0.0149323816679189
"703","Manyinga","presidential",2015,0.396083802566834,0.0079405737704918
"704","Mufumbwe","presidential",2015,0.406166716020136,0.00865761414380753
"705","Mwinilunga","presidential",2015,0.450836729385242,0.0121646312145399
"706","Solwezi Central","presidential",2015,0.369741543929969,0.00981795868275721
"707","Solwezi East","presidential",2015,0.20968532496814,0.0133239831697055
"708","Solwezi West","presidential",2015,0.310846918250323,0.0147768978172687
"709","Zambezi East","presidential",2015,0.398023435219549,0.0072289156626506
"710","Zambezi West","presidential",2015,0.416911620615324,0.00329024676850764
"711","Chilubi","presidential",2015,0.324874835309618,0.0135452996998946
"712","Kaputa","presidential",2015,0.292461324384055,0.0152532885530367
"713","Kasama Central","presidential",2015,0.311194193974049,0.00668165756504979
"714","Lukashya","presidential",2015,0.248579285059578,0.00857300884955752
"715","Lubansenshi","presidential",2015,0.31793195661863,0.00934579439252336
"716","Lupososhi","presidential",2015,0.352371435160274,0.00992582897033159
"717","Mbala","presidential",2015,0.230951316377791,0.0121854002960938
"718","Senga Hill","presidential",2015,0.243958076448829,0.0152893606267374
"719","Lunte","presidential",2015,0.253336166595835,0.00905888273779567
"720","Mporokoso","presidential",2015,0.302792022792023,0.00696273993225442
"721","Mpulungu","presidential",2015,0.256474519632414,0.0120986505351326
"722","Malole","presidential",2015,0.279453361960263,0.00829268292682927
"723","Chimbamilonga","presidential",2015,0.306058495821727,0.00633837152608484
"724","Chikankata","presidential",2015,0.46174160817291,0.0100090307043949
"725","Choma Central","presidential",2015,0.494306831801838,0.0102646999393817
"726","Mbabala","presidential",2015,0.568939670191645,0.00648055832502493
"727","Gwembe","presidential",2015,0.50703125,0.0118986474918678
"728","Dundumwezi","presidential",2015,0.515483597285068,0.00720065834590591
"729","Kalomo Central","presidential",2015,0.504163153456998,0.00867565590049127
"730","Katombola","presidential",2015,0.387926215762996,0.012187800192123
"731","Livingstone","presidential",2015,0.422493613125212,0.00433414889898637
"732","Magoye","presidential",2015,0.493274600802328,0.013394992824111
"733","Mazabuka Central","presidential",2015,0.431743942847743,0.0115392989331592
"734","Bweengwa","presidential",2015,0.585808806753365,0.00701043776289142
"735","Monze Central","presidential",2015,0.551772879731672,0.00759845425730537
"736","Moomba","presidential",2015,0.586886811762298,0.00871890258079516
"737","Namwala","presidential",2015,0.489803697350867,0.00705947748749305
"738","Pemba","presidential",2015,0.562759064751097,0.0103689931350114
"739","Siavonga","presidential",2015,0.464038837000686,0.0121673868546736
"740","Sinazongwe","presidential",2015,0.470483303206165,0.0102623729841767
"741","Mapatizya","presidential",2015,0.567839963350386,0.0114965711980637
"742","Kalabo Central","presidential",2015,0.292828472986893,0.0103105288694808
"743","Liuwa","presidential",2015,0.379552435278631,0.0109826589595376
"744","Kaoma Central","presidential",2015,0.243677687166956,0.010752688172043
"745","Mangango","presidential",2015,0.301486447099971,0.00676720804331013
"746","Luena","presidential",2015,0.368255180976029,0.0121887966804979
"747","Luampa","presidential",2015,0.30862676056338,0.0129777524244153
"748","Lukulu East","presidential",2015,0.324479083823763,0.0100490196078431
"749","Mitete","presidential",2015,0.335465409863659,0.00551931761164074
"750","Mongu Central","presidential",2015,0.321188046480835,0.0088847821451418
"751","Nalikwanda","presidential",2015,0.272764248309523,0.0182665424044734
"752","Mulobezi","presidential",2015,0.353608549260723,0.0138687642310081
"753","Mwandi","presidential",2015,0.316915422885572,0.0120355834641549
"754","Nalolo","presidential",2015,0.279201817001947,0.010459035444509
"755","Senanga","presidential",2015,0.245527945987332,0.0145995747696669
"756","Sesheke","presidential",2015,0.331499312242091,0.00879668049792531
"757","Shangombo","presidential",2015,0.252233186504909,0.0195121951219512
"758","Sikongo","presidential",2015,0.290194075587334,0.0139035550862372
"759","Chisamba","presidential",2011,0.414675324675325,0.0277481991857188
"760","Katuba","presidential",2011,0.502958170432135,0.00158216963610098
"761","Keembe","presidential",2011,0.454674731233765,0.00283569641367806
"762","Bwacha","presidential",2011,0.517119586704974,0
"763","Kabwe Central","presidential",2011,0.529764931356827,0.0110746059286057
"764","Kapiri Mposhi","presidential",2011,0.412378830611713,0.026839851719877
"765","Mkushi North","presidential",2011,0.447572892248532,0.0280703819219679
"766","Mkushi South","presidential",2011,0.491049792855468,0.0148042024832856
"767","Mwembezhi","presidential",2011,0.52081866014832,0.00167051149471005
"768","Mumbwa","presidential",2011,0.475859285248548,0.017812867023359
"769","Nangoma","presidential",2011,0.486824019165063,0.00217812197483059
"770","Chitambo","presidential",2011,0.473048705930304,0.0234787291330102
"771","Muchinga","presidential",2011,0.497811952988247,0.0347858847168153
"772","Serenje","presidential",2011,0.451456550769079,0.0324276950043821
"773","Chililabombwe","presidential",2011,0.629937913624889,0.0129607567060183
"774","Chingola","presidential",2011,0.601907095674409,0.0119774611322536
"775","Nchanga","presidential",2011,0.649427692307692,0.00735321987643558
"776","Kalulushi","presidential",2011,0.607348643006263,0.0140588477932078
"777","Chimwemwe","presidential",2011,0.616435026625715,0.00103950103950104
"778","Kamfinsa","presidential",2011,0.607270220863676,0.00991906829846032
"779","Kwacha","presidential",2011,0.616270737038231,0.0123550103200674
"780","Nkana","presidential",2011,0.64539315495984,0.00879870001189013
"781","Wusakile","presidential",2011,0.6579476861167,0.00788049870618678
"782","Luanshya","presidential",2011,0.573971330872529,0.0174386490965044
"783","Roan","presidential",2011,0.652331231262276,0.013946117274168
"784","Kankoyo","presidential",2011,0.62352484094993,0.000778876859568502
"785","Kantanshi","presidential",2011,0.618108178730076,0.000422743606002959
"786","Mufulira","presidential",2011,0.606814225317085,0.0240046838407494
"787","Kafulafuta","presidential",2011,0.537855625226719,0.0340109837171211
"788","Lufwanyama","presidential",2011,0.413532492263747,0.0386386530436034
"789","Masaiti","presidential",2011,0.505821671028179,0.001424608232736
"790","Mpongwe","presidential",2011,0.427227065411928,0.0205405405405405
"791","Bwana Mkubwa","presidential",2011,0.572137937346971,0.00171979362476503
"792","Chifubu","presidential",2011,0.643737453900378,0.0181659958664201
"793","Kabushi","presidential",2011,0.607091637406656,0.0177582274356468
"794","Ndola Central","presidential",2011,0.588746031123829,0.0210393155564433
"795","Chadiza","presidential",2011,0.512894228706286,0.00284447419057977
"796","Vubwi","presidential",2011,0.464720194647202,0.0352213231794384
"797","Chama North","presidential",2011,0.572738228458294,0.0339670849928609
"798","Chama South","presidential",2011,0.587805803148113,0.0278270688820778
"799","Chipangali","presidential",2011,0.462446646531713,0.003832244831867
"800","Chipata Central","presidential",2011,0.515981826954005,0.00432461916079012
"801","Kasenengwa","presidential",2011,0.540878095465965,0.0395470229142705
"802","Luangeni","presidential",2011,0.537743986199406,0.0118220162775501
"803","Milanzi","presidential",2011,0.524772685099276,0.0333804809052334
"804","Mkaika","presidential",2011,0.498563555347092,0.0353383900746751
"805","Sinda","presidential",2011,0.49111193983467,0.0425868505979877
"806","Chasefu","presidential",2011,0.463599361121129,0.0325072238275172
"807","Lumezi","presidential",2011,0.453876401509113,0.00216589591992039
"808","Lundazi","presidential",2011,0.511488347239919,0.00361620057859209
"809","Malambo","presidential",2011,0.533751068071774,0.00340181430096051
"810","Nyimba","presidential",2011,0.444889960807959,0.020871450836891
"811","Kaumbwe","presidential",2011,0.408433287993075,0.0333636088404481
