"","constit","election_type","year","party","candidate","pct_cast","won"
"2857","Chipangali","parliamentary",2006,"ULP",NA,0,NA
"2858","Chipangali","parliamentary",2006,"ZCP",NA,0,NA
"2859","Chipangali","parliamentary",2006,"PUDD",NA,0,NA
"2860","Chipangali","parliamentary",2006,"NGP",NA,0,NA
"2861","Chipangali","parliamentary",2006,"DDM",NA,0,NA
"2862","Chipangali","parliamentary",2006,"FEDEPA",NA,0,NA
"2863","Malambo","parliamentary",2011,"ADD",NA,0,NA
"2864","Malambo","parliamentary",2011,"FDD",NA,0,NA
"2865","Malambo","parliamentary",2011,"ZAD",NA,0,NA
"2866","Malambo","parliamentary",2011,"ZED",NA,0,NA
"2867","Malambo","parliamentary",2011,"NMP",NA,0,NA
"2868","Malambo","parliamentary",2011,"Heritage Party",NA,0,NA
"2869","Malambo","parliamentary",2011,"unknown",NA,0,NA
"2870","Malambo","parliamentary",2011,"ZCP",NA,0,NA
"2871","Malambo","parliamentary",2011,"NAREP",NA,0,NA
"2872","Malambo","parliamentary",2011,"NRP",NA,0,NA
"2873","Malambo","parliamentary",2011,"NGP",NA,0,NA
"2874","Malambo","parliamentary",2011,"NP",NA,0,NA
"2875","Malambo","parliamentary",2011,"UPDD",NA,0,NA
"2876","Malambo","parliamentary",2011,"ULP",NA,0,NA
"2877","Malambo","parliamentary",2011,"ZDDM",NA,0,NA
"2878","Malambo","parliamentary",2011,"FEDEPA",NA,0,NA
"2879","Malambo","parliamentary",2011,"CDP",NA,0,NA
"2880","Malambo","parliamentary",2011,"APC",NA,0,NA
"2881","Malambo","parliamentary",2006,"NDF",NA,0,NA
"2882","Malambo","parliamentary",2006,"FDD",NA,0,NA
"2883","Malambo","parliamentary",2006,"Rainbow Party",NA,0,NA
"2884","Malambo","parliamentary",2006,"ULP",NA,0,NA
"2885","Malambo","parliamentary",2006,"ZCP",NA,0,NA
"2886","Malambo","parliamentary",2006,"DDM",NA,0,NA
"2887","Malambo","parliamentary",2006,"FEDEPA",NA,0,NA
"2888","Chipata Central","parliamentary",2011,"ADD",NA,0,NA
"2889","Chipata Central","parliamentary",2011,"FDD",NA,0,NA
"2890","Chipata Central","parliamentary",2011,"ZAD",NA,0,NA
"2891","Chipata Central","parliamentary",2011,"ZED",NA,0,NA
"2892","Chipata Central","parliamentary",2011,"NMP",NA,0,NA
"2893","Chipata Central","parliamentary",2011,"Heritage Party",NA,0,NA
"2894","Chipata Central","parliamentary",2011,"unknown",NA,0,NA
"2895","Chipata Central","parliamentary",2011,"ZCP",NA,0,NA
"2896","Chipata Central","parliamentary",2011,"NAREP",NA,0,NA
"2897","Chipata Central","parliamentary",2011,"NRP",NA,0,NA
"2898","Chipata Central","parliamentary",2011,"NGP",NA,0,NA
"2899","Chipata Central","parliamentary",2011,"NP",NA,0,NA
"2900","Chipata Central","parliamentary",2011,"UPDD",NA,0,NA
"2901","Chipata Central","parliamentary",2011,"ULP",NA,0,NA
"2902","Chipata Central","parliamentary",2011,"ZDDM",NA,0,NA
"2903","Chipata Central","parliamentary",2011,"FEDEPA",NA,0,NA
"2904","Chipata Central","parliamentary",2011,"CDP",NA,0,NA
"2905","Chipata Central","parliamentary",2011,"APC",NA,0,NA
"2906","Chipata Central","parliamentary",2006,"NDF",NA,0,NA
"2907","Chipata Central","parliamentary",2006,"Heritage Party",NA,0,NA
"2908","Chipata Central","parliamentary",2006,"FDD",NA,0,NA
"2909","Chipata Central","parliamentary",2006,"Rainbow Party",NA,0,NA
"2910","Chipata Central","parliamentary",2006,"ULP",NA,0,NA
"2911","Chipata Central","parliamentary",2006,"ZCP",NA,0,NA
"2912","Chipata Central","parliamentary",2006,"PUDD",NA,0,NA
"2913","Chipata Central","parliamentary",2006,"NGP",NA,0,NA
"2914","Chipata Central","parliamentary",2006,"DDM",NA,0,NA
"2915","Chipata Central","parliamentary",2006,"FEDEPA",NA,0,NA
"2916","Luangeni","parliamentary",2011,"ADD",NA,0,NA
"2917","Luangeni","parliamentary",2011,"FDD",NA,0,NA
"2918","Luangeni","parliamentary",2011,"ZAD",NA,0,NA
"2919","Luangeni","parliamentary",2011,"ZED",NA,0,NA
"2920","Luangeni","parliamentary",2011,"NMP",NA,0,NA
"2921","Luangeni","parliamentary",2011,"Heritage Party",NA,0,NA
"2922","Luangeni","parliamentary",2011,"unknown",NA,0,NA
"2923","Luangeni","parliamentary",2011,"ZCP",NA,0,NA
"2924","Luangeni","parliamentary",2011,"NRP",NA,0,NA
"2925","Luangeni","parliamentary",2011,"NGP",NA,0,NA
"2926","Luangeni","parliamentary",2011,"NP",NA,0,NA
"2927","Luangeni","parliamentary",2011,"UPDD",NA,0,NA
"2928","Luangeni","parliamentary",2011,"ULP",NA,0,NA
"2929","Luangeni","parliamentary",2011,"ZDDM",NA,0,NA
"2930","Luangeni","parliamentary",2011,"FEDEPA",NA,0,NA
"2931","Luangeni","parliamentary",2011,"CDP",NA,0,NA
"2932","Luangeni","parliamentary",2011,"APC",NA,0,NA
"2933","Luangeni","parliamentary",2006,"NDF",NA,0,NA
"2934","Luangeni","parliamentary",2006,"FDD",NA,0,NA
"2935","Luangeni","parliamentary",2006,"Rainbow Party",NA,0,NA
"2936","Luangeni","parliamentary",2006,"ULP",NA,0,NA
"2937","Luangeni","parliamentary",2006,"ZCP",NA,0,NA
"2938","Luangeni","parliamentary",2006,"PUDD",NA,0,NA
"2939","Luangeni","parliamentary",2006,"NGP",NA,0,NA
"2940","Luangeni","parliamentary",2006,"DDM",NA,0,NA
"2941","Luangeni","parliamentary",2006,"FEDEPA",NA,0,NA
"2942","Vubwi","parliamentary",2011,"ADD",NA,0,NA
"2943","Vubwi","parliamentary",2011,"UNIP",NA,0,NA
"2944","Vubwi","parliamentary",2011,"FDD",NA,0,NA
"2945","Vubwi","parliamentary",2011,"ZAD",NA,0,NA
"2946","Vubwi","parliamentary",2011,"ZED",NA,0,NA
"2947","Vubwi","parliamentary",2011,"NMP",NA,0,NA
"2948","Vubwi","parliamentary",2011,"Heritage Party",NA,0,NA
"2949","Vubwi","parliamentary",2011,"unknown",NA,0,NA
"2950","Vubwi","parliamentary",2011,"ZCP",NA,0,NA
"2951","Vubwi","parliamentary",2011,"NAREP",NA,0,NA
"2952","Vubwi","parliamentary",2011,"NRP",NA,0,NA
"2953","Vubwi","parliamentary",2011,"NGP",NA,0,NA
"2954","Vubwi","parliamentary",2011,"NP",NA,0,NA
"2955","Vubwi","parliamentary",2011,"UPDD",NA,0,NA
"2956","Vubwi","parliamentary",2011,"ULP",NA,0,NA
"2957","Vubwi","parliamentary",2011,"ZDDM",NA,0,NA
"2958","Vubwi","parliamentary",2011,"FEDEPA",NA,0,NA
"2959","Vubwi","parliamentary",2011,"CDP",NA,0,NA
"2960","Vubwi","parliamentary",2011,"APC",NA,0,NA
"2961","Vubwi","parliamentary",2006,"Patriotic Front",NA,0,NA
"2962","Vubwi","parliamentary",2006,"NDF",NA,0,NA
"2963","Vubwi","parliamentary",2006,"FDD",NA,0,NA
"2964","Vubwi","parliamentary",2006,"Rainbow Party",NA,0,NA
"2965","Vubwi","parliamentary",2006,"ULP",NA,0,NA
"2966","Vubwi","parliamentary",2006,"ZCP",NA,0,NA
"2967","Vubwi","parliamentary",2006,"PUDD",NA,0,NA
"2968","Vubwi","parliamentary",2006,"NGP",NA,0,NA
"2969","Vubwi","parliamentary",2006,"DDM",NA,0,NA
"2970","Vubwi","parliamentary",2006,"FEDEPA",NA,0,NA
"2971","Chadiza","parliamentary",2011,"ADD",NA,0,NA
"2972","Chadiza","parliamentary",2011,"FDD",NA,0,NA
"2973","Chadiza","parliamentary",2011,"Independent",NA,0,NA
"2974","Chadiza","parliamentary",2011,"ZAD",NA,0,NA
"2975","Chadiza","parliamentary",2011,"ZED",NA,0,NA
"2976","Chadiza","parliamentary",2011,"NMP",NA,0,NA
"2977","Chadiza","parliamentary",2011,"Heritage Party",NA,0,NA
"2978","Chadiza","parliamentary",2011,"unknown",NA,0,NA
"2979","Chadiza","parliamentary",2011,"ZCP",NA,0,NA
"2980","Chadiza","parliamentary",2011,"NAREP",NA,0,NA
"2981","Chadiza","parliamentary",2011,"NRP",NA,0,NA
"2982","Chadiza","parliamentary",2011,"NGP",NA,0,NA
"2983","Chadiza","parliamentary",2011,"NP",NA,0,NA
"2984","Chadiza","parliamentary",2011,"UPDD",NA,0,NA
"2985","Chadiza","parliamentary",2011,"ULP",NA,0,NA
"2986","Chadiza","parliamentary",2011,"ZDDM",NA,0,NA
"2987","Chadiza","parliamentary",2011,"FEDEPA",NA,0,NA
"2988","Chadiza","parliamentary",2011,"CDP",NA,0,NA
"2989","Chadiza","parliamentary",2011,"APC",NA,0,NA
"2990","Chadiza","parliamentary",2006,"NDF",NA,0,NA
"2991","Chadiza","parliamentary",2006,"FDD",NA,0,NA
"2992","Chadiza","parliamentary",2006,"APC",NA,0,NA
"2993","Chadiza","parliamentary",2006,"Rainbow Party",NA,0,NA
"2994","Chadiza","parliamentary",2006,"ULP",NA,0,NA
"2995","Chadiza","parliamentary",2006,"ZCP",NA,0,NA
"2996","Chadiza","parliamentary",2006,"PUDD",NA,0,NA
"2997","Chadiza","parliamentary",2006,"NGP",NA,0,NA
"2998","Chadiza","parliamentary",2006,"DDM",NA,0,NA
"2999","Chadiza","parliamentary",2006,"FEDEPA",NA,0,NA
"3000","Milanzi","parliamentary",2011,"ADD",NA,0,NA
"3001","Milanzi","parliamentary",2011,"FDD",NA,0,NA
"3002","Milanzi","parliamentary",2011,"Independent",NA,0,NA
"3003","Milanzi","parliamentary",2011,"ZAD",NA,0,NA
"3004","Milanzi","parliamentary",2011,"ZED",NA,0,NA
"3005","Milanzi","parliamentary",2011,"NMP",NA,0,NA
"3006","Milanzi","parliamentary",2011,"Heritage Party",NA,0,NA
"3007","Milanzi","parliamentary",2011,"unknown",NA,0,NA
"3008","Milanzi","parliamentary",2011,"ZCP",NA,0,NA
"3009","Milanzi","parliamentary",2011,"NAREP",NA,0,NA
"3010","Milanzi","parliamentary",2011,"NRP",NA,0,NA
"3011","Milanzi","parliamentary",2011,"NGP",NA,0,NA
"3012","Milanzi","parliamentary",2011,"NP",NA,0,NA
"3013","Milanzi","parliamentary",2011,"UPDD",NA,0,NA
"3014","Milanzi","parliamentary",2011,"ULP",NA,0,NA
"3015","Milanzi","parliamentary",2011,"ZDDM",NA,0,NA
"3016","Milanzi","parliamentary",2011,"FEDEPA",NA,0,NA
"3017","Milanzi","parliamentary",2011,"CDP",NA,0,NA
"3018","Milanzi","parliamentary",2011,"APC",NA,0,NA
"3019","Milanzi","parliamentary",2006,"NDF",NA,0,NA
"3020","Milanzi","parliamentary",2006,"Heritage Party",NA,0,NA
"3021","Milanzi","parliamentary",2006,"FDD",NA,0,NA
"3022","Milanzi","parliamentary",2006,"Rainbow Party",NA,0,NA
"3023","Milanzi","parliamentary",2006,"ULP",NA,0,NA
"3024","Milanzi","parliamentary",2006,"ZCP",NA,0,NA
"3025","Milanzi","parliamentary",2006,"PUDD",NA,0,NA
"3026","Milanzi","parliamentary",2006,"NGP",NA,0,NA
"3027","Milanzi","parliamentary",2006,"DDM",NA,0,NA
"3028","Milanzi","parliamentary",2006,"FEDEPA",NA,0,NA
"3029","Kasenengwa","parliamentary",2011,"ADD",NA,0,NA
"3030","Kasenengwa","parliamentary",2011,"FDD",NA,0,NA
"3031","Kasenengwa","parliamentary",2011,"ZAD",NA,0,NA
"3032","Kasenengwa","parliamentary",2011,"ZED",NA,0,NA
"3033","Kasenengwa","parliamentary",2011,"NMP",NA,0,NA
"3034","Kasenengwa","parliamentary",2011,"Heritage Party",NA,0,NA
"3035","Kasenengwa","parliamentary",2011,"unknown",NA,0,NA
"3036","Kasenengwa","parliamentary",2011,"ZCP",NA,0,NA
"3037","Kasenengwa","parliamentary",2011,"NAREP",NA,0,NA
"3038","Kasenengwa","parliamentary",2011,"NRP",NA,0,NA
"3039","Kasenengwa","parliamentary",2011,"NGP",NA,0,NA
"3040","Kasenengwa","parliamentary",2011,"NP",NA,0,NA
"3041","Kasenengwa","parliamentary",2011,"UPDD",NA,0,NA
"3042","Kasenengwa","parliamentary",2011,"ULP",NA,0,NA
"3043","Kasenengwa","parliamentary",2011,"ZDDM",NA,0,NA
"3044","Kasenengwa","parliamentary",2011,"FEDEPA",NA,0,NA
"3045","Kasenengwa","parliamentary",2011,"CDP",NA,0,NA
"3046","Kasenengwa","parliamentary",2011,"APC",NA,0,NA
"3047","Kasenengwa","parliamentary",2006,"FDD",NA,0,NA
"3048","Kasenengwa","parliamentary",2006,"Rainbow Party",NA,0,NA
"3049","Kasenengwa","parliamentary",2006,"ULP",NA,0,NA
"3050","Kasenengwa","parliamentary",2006,"ZCP",NA,0,NA
"3051","Kasenengwa","parliamentary",2006,"PUDD",NA,0,NA
"3052","Kasenengwa","parliamentary",2006,"NGP",NA,0,NA
"3053","Kasenengwa","parliamentary",2006,"DDM",NA,0,NA
"3054","Kasenengwa","parliamentary",2006,"FEDEPA",NA,0,NA
"3055","Mkaika","parliamentary",2011,"ADD",NA,0,NA
"3056","Mkaika","parliamentary",2011,"ZAD",NA,0,NA
"3057","Mkaika","parliamentary",2011,"ZED",NA,0,NA
"3058","Mkaika","parliamentary",2011,"NMP",NA,0,NA
"3059","Mkaika","parliamentary",2011,"Heritage Party",NA,0,NA
"3060","Mkaika","parliamentary",2011,"unknown",NA,0,NA
"3061","Mkaika","parliamentary",2011,"ZCP",NA,0,NA
"3062","Mkaika","parliamentary",2011,"NAREP",NA,0,NA
"3063","Mkaika","parliamentary",2011,"NRP",NA,0,NA
"3064","Mkaika","parliamentary",2011,"NGP",NA,0,NA
"3065","Mkaika","parliamentary",2011,"NP",NA,0,NA
"3066","Mkaika","parliamentary",2011,"UPDD",NA,0,NA
"3067","Mkaika","parliamentary",2011,"ULP",NA,0,NA
"3068","Mkaika","parliamentary",2011,"ZDDM",NA,0,NA
"3069","Mkaika","parliamentary",2011,"FEDEPA",NA,0,NA
"3070","Mkaika","parliamentary",2011,"CDP",NA,0,NA
"3071","Mkaika","parliamentary",2011,"APC",NA,0,NA
"3072","Mkaika","parliamentary",2006,"NDF",NA,0,NA
"3073","Mkaika","parliamentary",2006,"FDD",NA,0,NA
"3074","Mkaika","parliamentary",2006,"Rainbow Party",NA,0,NA
"3075","Mkaika","parliamentary",2006,"ULP",NA,0,NA
"3076","Mkaika","parliamentary",2006,"ZCP",NA,0,NA
"3077","Mkaika","parliamentary",2006,"NGP",NA,0,NA
"3078","Mkaika","parliamentary",2006,"DDM",NA,0,NA
"3079","Mkaika","parliamentary",2006,"FEDEPA",NA,0,NA
"3080","Msanzala","parliamentary",2011,"UNIP",NA,0,NA
"3081","Msanzala","parliamentary",2011,"FDD",NA,0,NA
"3082","Msanzala","parliamentary",2011,"ZAD",NA,0,NA
"3083","Msanzala","parliamentary",2011,"ZED",NA,0,NA
"3084","Msanzala","parliamentary",2011,"NMP",NA,0,NA
"3085","Msanzala","parliamentary",2011,"Heritage Party",NA,0,NA
"3086","Msanzala","parliamentary",2011,"unknown",NA,0,NA
"3087","Msanzala","parliamentary",2011,"ZCP",NA,0,NA
"3088","Msanzala","parliamentary",2011,"NAREP",NA,0,NA
"3089","Msanzala","parliamentary",2011,"NRP",NA,0,NA
"3090","Msanzala","parliamentary",2011,"NGP",NA,0,NA
"3091","Msanzala","parliamentary",2011,"NP",NA,0,NA
"3092","Msanzala","parliamentary",2011,"UPDD",NA,0,NA
"3093","Msanzala","parliamentary",2011,"ULP",NA,0,NA
"3094","Msanzala","parliamentary",2011,"ZDDM",NA,0,NA
"3095","Msanzala","parliamentary",2011,"FEDEPA",NA,0,NA
"3096","Msanzala","parliamentary",2011,"CDP",NA,0,NA
"3097","Msanzala","parliamentary",2011,"APC",NA,0,NA
"3098","Msanzala","parliamentary",2006,"NDF",NA,0,NA
"3099","Msanzala","parliamentary",2006,"FDD",NA,0,NA
"3100","Msanzala","parliamentary",2006,"Rainbow Party",NA,0,NA
"3101","Msanzala","parliamentary",2006,"ULP",NA,0,NA
"3102","Msanzala","parliamentary",2006,"ZCP",NA,0,NA
"3103","Msanzala","parliamentary",2006,"PUDD",NA,0,NA
"3104","Msanzala","parliamentary",2006,"NGP",NA,0,NA
"3105","Msanzala","parliamentary",2006,"DDM",NA,0,NA
"3106","Msanzala","parliamentary",2006,"FEDEPA",NA,0,NA
"3107","Sinda","parliamentary",2011,"ADD",NA,0,NA
"3108","Sinda","parliamentary",2011,"UNIP",NA,0,NA
"3109","Sinda","parliamentary",2011,"FDD",NA,0,NA
"3110","Sinda","parliamentary",2011,"Independent",NA,0,NA
"3111","Sinda","parliamentary",2011,"ZAD",NA,0,NA
"3112","Sinda","parliamentary",2011,"ZED",NA,0,NA
"3113","Sinda","parliamentary",2011,"NMP",NA,0,NA
"3114","Sinda","parliamentary",2011,"Heritage Party",NA,0,NA
"3115","Sinda","parliamentary",2011,"unknown",NA,0,NA
"3116","Sinda","parliamentary",2011,"ZCP",NA,0,NA
"3117","Sinda","parliamentary",2011,"NAREP",NA,0,NA
"3118","Sinda","parliamentary",2011,"NRP",NA,0,NA
"3119","Sinda","parliamentary",2011,"NGP",NA,0,NA
"3120","Sinda","parliamentary",2011,"NP",NA,0,NA
"3121","Sinda","parliamentary",2011,"UPDD",NA,0,NA
"3122","Sinda","parliamentary",2011,"ULP",NA,0,NA
"3123","Sinda","parliamentary",2011,"ZDDM",NA,0,NA
"3124","Sinda","parliamentary",2011,"FEDEPA",NA,0,NA
"3125","Sinda","parliamentary",2011,"CDP",NA,0,NA
"3126","Sinda","parliamentary",2011,"APC",NA,0,NA
"3127","Sinda","parliamentary",2006,"NDF",NA,0,NA
"3128","Sinda","parliamentary",2006,"FDD",NA,0,NA
"3129","Sinda","parliamentary",2006,"APC",NA,0,NA
"3130","Sinda","parliamentary",2006,"Rainbow Party",NA,0,NA
"3131","Sinda","parliamentary",2006,"ULP",NA,0,NA
"3132","Sinda","parliamentary",2006,"ZCP",NA,0,NA
"3133","Sinda","parliamentary",2006,"PUDD",NA,0,NA
"3134","Sinda","parliamentary",2006,"NGP",NA,0,NA
"3135","Sinda","parliamentary",2006,"DDM",NA,0,NA
"3136","Sinda","parliamentary",2006,"FEDEPA",NA,0,NA
"3137","Kaumbwe","parliamentary",2011,"ADD",NA,0,NA
"3138","Kaumbwe","parliamentary",2011,"FDD",NA,0,NA
"3139","Kaumbwe","parliamentary",2011,"Independent",NA,0,NA
"3140","Kaumbwe","parliamentary",2011,"ZAD",NA,0,NA
"3141","Kaumbwe","parliamentary",2011,"ZED",NA,0,NA
"3142","Kaumbwe","parliamentary",2011,"NMP",NA,0,NA
"3143","Kaumbwe","parliamentary",2011,"Heritage Party",NA,0,NA
"3144","Kaumbwe","parliamentary",2011,"unknown",NA,0,NA
"3145","Kaumbwe","parliamentary",2011,"ZCP",NA,0,NA
"3146","Kaumbwe","parliamentary",2011,"NAREP",NA,0,NA
"3147","Kaumbwe","parliamentary",2011,"NRP",NA,0,NA
"3148","Kaumbwe","parliamentary",2011,"NGP",NA,0,NA
"3149","Kaumbwe","parliamentary",2011,"NP",NA,0,NA
"3150","Kaumbwe","parliamentary",2011,"UPDD",NA,0,NA
"3151","Kaumbwe","parliamentary",2011,"ULP",NA,0,NA
"3152","Kaumbwe","parliamentary",2011,"ZDDM",NA,0,NA
"3153","Kaumbwe","parliamentary",2011,"FEDEPA",NA,0,NA
"3154","Kaumbwe","parliamentary",2011,"CDP",NA,0,NA
"3155","Kaumbwe","parliamentary",2011,"APC",NA,0,NA
"3156","Kaumbwe","parliamentary",2006,"Independent",NA,0,NA
"3157","Kaumbwe","parliamentary",2006,"NDF",NA,0,NA
"3158","Kaumbwe","parliamentary",2006,"FDD",NA,0,NA
"3159","Kaumbwe","parliamentary",2006,"APC",NA,0,NA
"3160","Kaumbwe","parliamentary",2006,"Rainbow Party",NA,0,NA
"3161","Kaumbwe","parliamentary",2006,"ULP",NA,0,NA
"3162","Kaumbwe","parliamentary",2006,"ZCP",NA,0,NA
"3163","Kaumbwe","parliamentary",2006,"PUDD",NA,0,NA
"3164","Kaumbwe","parliamentary",2006,"NGP",NA,0,NA
"3165","Kaumbwe","parliamentary",2006,"DDM",NA,0,NA
"3166","Kaumbwe","parliamentary",2006,"FEDEPA",NA,0,NA
"3167","Petauke","parliamentary",2011,"ADD",NA,0,NA
"3168","Petauke","parliamentary",2011,"FDD",NA,0,NA
"3169","Petauke","parliamentary",2011,"ZAD",NA,0,NA
"3170","Petauke","parliamentary",2011,"ZED",NA,0,NA
"3171","Petauke","parliamentary",2011,"NMP",NA,0,NA
"3172","Petauke","parliamentary",2011,"Heritage Party",NA,0,NA
"3173","Petauke","parliamentary",2011,"unknown",NA,0,NA
"3174","Petauke","parliamentary",2011,"ZCP",NA,0,NA
"3175","Petauke","parliamentary",2011,"NAREP",NA,0,NA
"3176","Petauke","parliamentary",2011,"NRP",NA,0,NA
"3177","Petauke","parliamentary",2011,"NGP",NA,0,NA
"3178","Petauke","parliamentary",2011,"NP",NA,0,NA
"3179","Petauke","parliamentary",2011,"UPDD",NA,0,NA
"3180","Petauke","parliamentary",2011,"ULP",NA,0,NA
"3181","Petauke","parliamentary",2011,"ZDDM",NA,0,NA
"3182","Petauke","parliamentary",2011,"FEDEPA",NA,0,NA
"3183","Petauke","parliamentary",2011,"CDP",NA,0,NA
"3184","Petauke","parliamentary",2011,"APC",NA,0,NA
"3185","Petauke","parliamentary",2006,"NDF",NA,0,NA
"3186","Petauke","parliamentary",2006,"FDD",NA,0,NA
"3187","Petauke","parliamentary",2006,"APC",NA,0,NA
"3188","Petauke","parliamentary",2006,"Rainbow Party",NA,0,NA
"3189","Petauke","parliamentary",2006,"ULP",NA,0,NA
"3190","Petauke","parliamentary",2006,"ZCP",NA,0,NA
"3191","Petauke","parliamentary",2006,"PUDD",NA,0,NA
"3192","Petauke","parliamentary",2006,"NGP",NA,0,NA
"3193","Petauke","parliamentary",2006,"DDM",NA,0,NA
"3194","Petauke","parliamentary",2006,"FEDEPA",NA,0,NA
"3195","Chitambo","parliamentary",2011,"ADD",NA,0,NA
"3196","Chitambo","parliamentary",2011,"FDD",NA,0,NA
"3197","Chitambo","parliamentary",2011,"ZAD",NA,0,NA
"3198","Chitambo","parliamentary",2011,"ZED",NA,0,NA
"3199","Chitambo","parliamentary",2011,"NMP",NA,0,NA
"3200","Chitambo","parliamentary",2011,"Heritage Party",NA,0,NA
"3201","Chitambo","parliamentary",2011,"unknown",NA,0,NA
"3202","Chitambo","parliamentary",2011,"ZCP",NA,0,NA
"3203","Chitambo","parliamentary",2011,"NAREP",NA,0,NA
"3204","Chitambo","parliamentary",2011,"NRP",NA,0,NA
"3205","Chitambo","parliamentary",2011,"NGP",NA,0,NA
"3206","Chitambo","parliamentary",2011,"NP",NA,0,NA
"3207","Chitambo","parliamentary",2011,"UPDD",NA,0,NA
"3208","Chitambo","parliamentary",2011,"ULP",NA,0,NA
"3209","Chitambo","parliamentary",2011,"ZDDM",NA,0,NA
"3210","Chitambo","parliamentary",2011,"FEDEPA",NA,0,NA
"3211","Chitambo","parliamentary",2011,"CDP",NA,0,NA
"3212","Chitambo","parliamentary",2011,"APC",NA,0,NA
"3213","Chitambo","parliamentary",2006,"Independent",NA,0,NA
"3214","Chitambo","parliamentary",2006,"Heritage Party",NA,0,NA
"3215","Chitambo","parliamentary",2006,"FDD",NA,0,NA
"3216","Chitambo","parliamentary",2006,"APC",NA,0,NA
"3217","Chitambo","parliamentary",2006,"Rainbow Party",NA,0,NA
"3218","Chitambo","parliamentary",2006,"ULP",NA,0,NA
"3219","Chitambo","parliamentary",2006,"ZCP",NA,0,NA
"3220","Chitambo","parliamentary",2006,"PUDD",NA,0,NA
"3221","Chitambo","parliamentary",2006,"NGP",NA,0,NA
"3222","Chitambo","parliamentary",2006,"DDM",NA,0,NA
"3223","Chitambo","parliamentary",2006,"FEDEPA",NA,0,NA
"3224","Muchinga","parliamentary",2011,"ADD",NA,0,NA
"3225","Muchinga","parliamentary",2011,"UNIP",NA,0,NA
"3226","Muchinga","parliamentary",2011,"FDD",NA,0,NA
"3227","Muchinga","parliamentary",2011,"Independent",NA,0,NA
"3228","Muchinga","parliamentary",2011,"ZAD",NA,0,NA
"3229","Muchinga","parliamentary",2011,"ZED",NA,0,NA
"3230","Muchinga","parliamentary",2011,"NMP",NA,0,NA
"3231","Muchinga","parliamentary",2011,"Heritage Party",NA,0,NA
"3232","Muchinga","parliamentary",2011,"unknown",NA,0,NA
"3233","Muchinga","parliamentary",2011,"ZCP",NA,0,NA
"3234","Muchinga","parliamentary",2011,"NAREP",NA,0,NA
"3235","Muchinga","parliamentary",2011,"NRP",NA,0,NA
"3236","Muchinga","parliamentary",2011,"NGP",NA,0,NA
"3237","Muchinga","parliamentary",2011,"NP",NA,0,NA
"3238","Muchinga","parliamentary",2011,"UPDD",NA,0,NA
"3239","Muchinga","parliamentary",2011,"ULP",NA,0,NA
"3240","Muchinga","parliamentary",2011,"ZDDM",NA,0,NA
"3241","Muchinga","parliamentary",2011,"FEDEPA",NA,0,NA
"3242","Muchinga","parliamentary",2011,"CDP",NA,0,NA
"3243","Muchinga","parliamentary",2011,"APC",NA,0,NA
"3244","Muchinga","parliamentary",2006,"Independent",NA,0,NA
"3245","Muchinga","parliamentary",2006,"Heritage Party",NA,0,NA
"3246","Muchinga","parliamentary",2006,"FDD",NA,0,NA
"3247","Muchinga","parliamentary",2006,"APC",NA,0,NA
"3248","Muchinga","parliamentary",2006,"Rainbow Party",NA,0,NA
"3249","Muchinga","parliamentary",2006,"ULP",NA,0,NA
"3250","Muchinga","parliamentary",2006,"ZCP",NA,0,NA
"3251","Muchinga","parliamentary",2006,"PUDD",NA,0,NA
"3252","Muchinga","parliamentary",2006,"NGP",NA,0,NA
"3253","Muchinga","parliamentary",2006,"DDM",NA,0,NA
"3254","Muchinga","parliamentary",2006,"FEDEPA",NA,0,NA
"3255","Serenje","parliamentary",2011,"ADD",NA,0,NA
"3256","Serenje","parliamentary",2011,"UNIP",NA,0,NA
"3257","Serenje","parliamentary",2011,"FDD",NA,0,NA
"3258","Serenje","parliamentary",2011,"Independent",NA,0,NA
"3259","Serenje","parliamentary",2011,"ZAD",NA,0,NA
"3260","Serenje","parliamentary",2011,"ZED",NA,0,NA
"3261","Serenje","parliamentary",2011,"NMP",NA,0,NA
"3262","Serenje","parliamentary",2011,"Heritage Party",NA,0,NA
"3263","Serenje","parliamentary",2011,"unknown",NA,0,NA
"3264","Serenje","parliamentary",2011,"ZCP",NA,0,NA
"3265","Serenje","parliamentary",2011,"NAREP",NA,0,NA
"3266","Serenje","parliamentary",2011,"NRP",NA,0,NA
"3267","Serenje","parliamentary",2011,"NGP",NA,0,NA
"3268","Serenje","parliamentary",2011,"NP",NA,0,NA
"3269","Serenje","parliamentary",2011,"UPDD",NA,0,NA
"3270","Serenje","parliamentary",2011,"ULP",NA,0,NA
"3271","Serenje","parliamentary",2011,"ZDDM",NA,0,NA
"3272","Serenje","parliamentary",2011,"FEDEPA",NA,0,NA
"3273","Serenje","parliamentary",2011,"CDP",NA,0,NA
"3274","Serenje","parliamentary",2011,"APC",NA,0,NA
"3275","Serenje","parliamentary",2006,"NDF",NA,0,NA
"3276","Serenje","parliamentary",2006,"Heritage Party",NA,0,NA
"3277","Serenje","parliamentary",2006,"FDD",NA,0,NA
"3278","Serenje","parliamentary",2006,"APC",NA,0,NA
"3279","Serenje","parliamentary",2006,"Rainbow Party",NA,0,NA
"3280","Serenje","parliamentary",2006,"ULP",NA,0,NA
"3281","Serenje","parliamentary",2006,"ZCP",NA,0,NA
"3282","Serenje","parliamentary",2006,"PUDD",NA,0,NA
