"","constit","election_type","year","party","candidate","pct_cast","won"
"5511","Wusakile","parliamentary",2011,"unknown",NA,0,NA
"5512","Wusakile","parliamentary",2011,"ZCP",NA,0,NA
"5513","Wusakile","parliamentary",2011,"NAREP",NA,0,NA
"5514","Wusakile","parliamentary",2011,"NRP",NA,0,NA
"5515","Wusakile","parliamentary",2011,"NGP",NA,0,NA
"5516","Wusakile","parliamentary",2011,"NP",NA,0,NA
"5517","Wusakile","parliamentary",2011,"UPDD",NA,0,NA
"5518","Wusakile","parliamentary",2011,"ULP",NA,0,NA
"5519","Wusakile","parliamentary",2011,"ZDDM",NA,0,NA
"5520","Wusakile","parliamentary",2011,"FEDEPA",NA,0,NA
"5521","Wusakile","parliamentary",2011,"CDP",NA,0,NA
"5522","Wusakile","parliamentary",2011,"APC",NA,0,NA
"5523","Wusakile","parliamentary",2006,"Independent",NA,0,NA
"5524","Wusakile","parliamentary",2006,"Heritage Party",NA,0,NA
"5525","Wusakile","parliamentary",2006,"FDD",NA,0,NA
"5526","Wusakile","parliamentary",2006,"APC",NA,0,NA
"5527","Wusakile","parliamentary",2006,"Rainbow Party",NA,0,NA
"5528","Wusakile","parliamentary",2006,"ULP",NA,0,NA
"5529","Wusakile","parliamentary",2006,"ZCP",NA,0,NA
"5530","Wusakile","parliamentary",2006,"PUDD",NA,0,NA
"5531","Wusakile","parliamentary",2006,"NGP",NA,0,NA
"5532","Wusakile","parliamentary",2006,"DDM",NA,0,NA
"5533","Wusakile","parliamentary",2006,"FEDEPA",NA,0,NA
"5534","Mufulira","parliamentary",2011,"ADD",NA,0,NA
"5535","Mufulira","parliamentary",2011,"FDD",NA,0,NA
"5536","Mufulira","parliamentary",2011,"Independent",NA,0,NA
"5537","Mufulira","parliamentary",2011,"ZAD",NA,0,NA
"5538","Mufulira","parliamentary",2011,"ZED",NA,0,NA
"5539","Mufulira","parliamentary",2011,"NMP",NA,0,NA
"5540","Mufulira","parliamentary",2011,"Heritage Party",NA,0,NA
"5541","Mufulira","parliamentary",2011,"unknown",NA,0,NA
"5542","Mufulira","parliamentary",2011,"ZCP",NA,0,NA
"5543","Mufulira","parliamentary",2011,"NAREP",NA,0,NA
"5544","Mufulira","parliamentary",2011,"NRP",NA,0,NA
"5545","Mufulira","parliamentary",2011,"NGP",NA,0,NA
"5546","Mufulira","parliamentary",2011,"NP",NA,0,NA
"5547","Mufulira","parliamentary",2011,"UPDD",NA,0,NA
"5548","Mufulira","parliamentary",2011,"ULP",NA,0,NA
"5549","Mufulira","parliamentary",2011,"ZDDM",NA,0,NA
"5550","Mufulira","parliamentary",2011,"FEDEPA",NA,0,NA
"5551","Mufulira","parliamentary",2011,"CDP",NA,0,NA
"5552","Mufulira","parliamentary",2011,"APC",NA,0,NA
"5553","Mufulira","parliamentary",2006,"Independent",NA,0,NA
"5554","Mufulira","parliamentary",2006,"NDF",NA,0,NA
"5555","Mufulira","parliamentary",2006,"Heritage Party",NA,0,NA
"5556","Mufulira","parliamentary",2006,"FDD",NA,0,NA
"5557","Mufulira","parliamentary",2006,"APC",NA,0,NA
"5558","Mufulira","parliamentary",2006,"Rainbow Party",NA,0,NA
"5559","Mufulira","parliamentary",2006,"ULP",NA,0,NA
"5560","Mufulira","parliamentary",2006,"ZCP",NA,0,NA
"5561","Mufulira","parliamentary",2006,"PUDD",NA,0,NA
"5562","Mufulira","parliamentary",2006,"NGP",NA,0,NA
"5563","Mufulira","parliamentary",2006,"DDM",NA,0,NA
"5564","Mufulira","parliamentary",2006,"FEDEPA",NA,0,NA
"5565","Kamfinsa","parliamentary",2011,"ADD",NA,0,NA
"5566","Kamfinsa","parliamentary",2011,"NMP",NA,0,NA
"5567","Kamfinsa","parliamentary",2011,"Heritage Party",NA,0,NA
"5568","Kamfinsa","parliamentary",2011,"unknown",NA,0,NA
"5569","Kamfinsa","parliamentary",2011,"ZCP",NA,0,NA
"5570","Kamfinsa","parliamentary",2011,"NAREP",NA,0,NA
"5571","Kamfinsa","parliamentary",2011,"NRP",NA,0,NA
"5572","Kamfinsa","parliamentary",2011,"NGP",NA,0,NA
"5573","Kamfinsa","parliamentary",2011,"NP",NA,0,NA
"5574","Kamfinsa","parliamentary",2011,"UPDD",NA,0,NA
"5575","Kamfinsa","parliamentary",2011,"ULP",NA,0,NA
"5576","Kamfinsa","parliamentary",2011,"ZDDM",NA,0,NA
"5577","Kamfinsa","parliamentary",2011,"FEDEPA",NA,0,NA
"5578","Kamfinsa","parliamentary",2011,"CDP",NA,0,NA
"5579","Kamfinsa","parliamentary",2011,"APC",NA,0,NA
"5580","Kamfinsa","parliamentary",2006,"FDD",NA,0,NA
"5581","Kamfinsa","parliamentary",2006,"APC",NA,0,NA
"5582","Kamfinsa","parliamentary",2006,"Rainbow Party",NA,0,NA
"5583","Kamfinsa","parliamentary",2006,"ULP",NA,0,NA
"5584","Kamfinsa","parliamentary",2006,"ZCP",NA,0,NA
"5585","Kamfinsa","parliamentary",2006,"PUDD",NA,0,NA
"5586","Kamfinsa","parliamentary",2006,"NGP",NA,0,NA
"5587","Kamfinsa","parliamentary",2006,"DDM",NA,0,NA
"5588","Kamfinsa","parliamentary",2006,"FEDEPA",NA,0,NA
"5589","Kwacha","parliamentary",2011,"UNIP",NA,0,NA
"5590","Kwacha","parliamentary",2011,"FDD",NA,0,NA
"5591","Kwacha","parliamentary",2011,"ZAD",NA,0,NA
"5592","Kwacha","parliamentary",2011,"ZED",NA,0,NA
"5593","Kwacha","parliamentary",2011,"NMP",NA,0,NA
"5594","Kwacha","parliamentary",2011,"unknown",NA,0,NA
"5595","Kwacha","parliamentary",2011,"ZCP",NA,0,NA
"5596","Kwacha","parliamentary",2011,"NAREP",NA,0,NA
"5597","Kwacha","parliamentary",2011,"NRP",NA,0,NA
"5598","Kwacha","parliamentary",2011,"NGP",NA,0,NA
"5599","Kwacha","parliamentary",2011,"NP",NA,0,NA
"5600","Kwacha","parliamentary",2011,"UPDD",NA,0,NA
"5601","Kwacha","parliamentary",2011,"ULP",NA,0,NA
"5602","Kwacha","parliamentary",2011,"ZDDM",NA,0,NA
"5603","Kwacha","parliamentary",2011,"FEDEPA",NA,0,NA
"5604","Kwacha","parliamentary",2011,"CDP",NA,0,NA
"5605","Kwacha","parliamentary",2011,"APC",NA,0,NA
"5606","Kwacha","parliamentary",2006,"NDF",NA,0,NA
"5607","Kwacha","parliamentary",2006,"Heritage Party",NA,0,NA
"5608","Kwacha","parliamentary",2006,"FDD",NA,0,NA
"5609","Kwacha","parliamentary",2006,"APC",NA,0,NA
"5610","Kwacha","parliamentary",2006,"ULP",NA,0,NA
"5611","Kwacha","parliamentary",2006,"ZCP",NA,0,NA
"5612","Kwacha","parliamentary",2006,"PUDD",NA,0,NA
"5613","Kwacha","parliamentary",2006,"NGP",NA,0,NA
"5614","Kwacha","parliamentary",2006,"DDM",NA,0,NA
"5615","Kwacha","parliamentary",2006,"FEDEPA",NA,0,NA
"5616","Nkana","parliamentary",2011,"UNIP",NA,0,NA
"5617","Nkana","parliamentary",2011,"FDD",NA,0,NA
"5618","Nkana","parliamentary",2011,"Independent",NA,0,NA
"5619","Nkana","parliamentary",2011,"ZAD",NA,0,NA
"5620","Nkana","parliamentary",2011,"ZED",NA,0,NA
"5621","Nkana","parliamentary",2011,"NMP",NA,0,NA
"5622","Nkana","parliamentary",2011,"Heritage Party",NA,0,NA
"5623","Nkana","parliamentary",2011,"unknown",NA,0,NA
"5624","Nkana","parliamentary",2011,"ZCP",NA,0,NA
"5625","Nkana","parliamentary",2011,"NAREP",NA,0,NA
"5626","Nkana","parliamentary",2011,"NRP",NA,0,NA
"5627","Nkana","parliamentary",2011,"NGP",NA,0,NA
"5628","Nkana","parliamentary",2011,"NP",NA,0,NA
"5629","Nkana","parliamentary",2011,"UPDD",NA,0,NA
"5630","Nkana","parliamentary",2011,"ULP",NA,0,NA
"5631","Nkana","parliamentary",2011,"ZDDM",NA,0,NA
"5632","Nkana","parliamentary",2011,"FEDEPA",NA,0,NA
"5633","Nkana","parliamentary",2011,"CDP",NA,0,NA
"5634","Nkana","parliamentary",2011,"APC",NA,0,NA
"5635","Nkana","parliamentary",2006,"Independent",NA,0,NA
"5636","Nkana","parliamentary",2006,"NDF",NA,0,NA
"5637","Nkana","parliamentary",2006,"Heritage Party",NA,0,NA
"5638","Nkana","parliamentary",2006,"FDD",NA,0,NA
"5639","Nkana","parliamentary",2006,"APC",NA,0,NA
"5640","Nkana","parliamentary",2006,"Rainbow Party",NA,0,NA
"5641","Nkana","parliamentary",2006,"ULP",NA,0,NA
"5642","Nkana","parliamentary",2006,"ZCP",NA,0,NA
"5643","Nkana","parliamentary",2006,"PUDD",NA,0,NA
"5644","Nkana","parliamentary",2006,"NGP",NA,0,NA
"5645","Nkana","parliamentary",2006,"DDM",NA,0,NA
"5646","Nkana","parliamentary",2006,"FEDEPA",NA,0,NA
"5647","Roan","parliamentary",2011,"ADD",NA,0,NA
"5648","Roan","parliamentary",2011,"UNIP",NA,0,NA
"5649","Roan","parliamentary",2011,"ZAD",NA,0,NA
"5650","Roan","parliamentary",2011,"ZED",NA,0,NA
"5651","Roan","parliamentary",2011,"NMP",NA,0,NA
"5652","Roan","parliamentary",2011,"Heritage Party",NA,0,NA
"5653","Roan","parliamentary",2011,"unknown",NA,0,NA
"5654","Roan","parliamentary",2011,"ZCP",NA,0,NA
"5655","Roan","parliamentary",2011,"NAREP",NA,0,NA
"5656","Roan","parliamentary",2011,"NRP",NA,0,NA
"5657","Roan","parliamentary",2011,"NGP",NA,0,NA
"5658","Roan","parliamentary",2011,"NP",NA,0,NA
"5659","Roan","parliamentary",2011,"UPDD",NA,0,NA
"5660","Roan","parliamentary",2011,"ULP",NA,0,NA
"5661","Roan","parliamentary",2011,"ZDDM",NA,0,NA
"5662","Roan","parliamentary",2011,"FEDEPA",NA,0,NA
"5663","Roan","parliamentary",2011,"CDP",NA,0,NA
"5664","Roan","parliamentary",2011,"APC",NA,0,NA
"5665","Roan","parliamentary",2006,"NDF",NA,0,NA
"5666","Roan","parliamentary",2006,"Heritage Party",NA,0,NA
"5667","Roan","parliamentary",2006,"FDD",NA,0,NA
"5668","Roan","parliamentary",2006,"APC",NA,0,NA
"5669","Roan","parliamentary",2006,"Rainbow Party",NA,0,NA
"5670","Roan","parliamentary",2006,"ULP",NA,0,NA
"5671","Roan","parliamentary",2006,"ZCP",NA,0,NA
"5672","Roan","parliamentary",2006,"PUDD",NA,0,NA
"5673","Roan","parliamentary",2006,"NGP",NA,0,NA
"5674","Roan","parliamentary",2006,"DDM",NA,0,NA
"5675","Roan","parliamentary",2006,"FEDEPA",NA,0,NA
"5676","Luanshya","parliamentary",2011,"ADD",NA,0,NA
"5677","Luanshya","parliamentary",2011,"FDD",NA,0,NA
"5678","Luanshya","parliamentary",2011,"ZAD",NA,0,NA
"5679","Luanshya","parliamentary",2011,"ZED",NA,0,NA
"5680","Luanshya","parliamentary",2011,"NMP",NA,0,NA
"5681","Luanshya","parliamentary",2011,"Heritage Party",NA,0,NA
"5682","Luanshya","parliamentary",2011,"unknown",NA,0,NA
"5683","Luanshya","parliamentary",2011,"ZCP",NA,0,NA
"5684","Luanshya","parliamentary",2011,"NAREP",NA,0,NA
"5685","Luanshya","parliamentary",2011,"NRP",NA,0,NA
"5686","Luanshya","parliamentary",2011,"NGP",NA,0,NA
"5687","Luanshya","parliamentary",2011,"NP",NA,0,NA
"5688","Luanshya","parliamentary",2011,"UPDD",NA,0,NA
"5689","Luanshya","parliamentary",2011,"ULP",NA,0,NA
"5690","Luanshya","parliamentary",2011,"ZDDM",NA,0,NA
"5691","Luanshya","parliamentary",2011,"FEDEPA",NA,0,NA
"5692","Luanshya","parliamentary",2011,"CDP",NA,0,NA
"5693","Luanshya","parliamentary",2011,"APC",NA,0,NA
"5694","Luanshya","parliamentary",2006,"Heritage Party",NA,0,NA
"5695","Luanshya","parliamentary",2006,"FDD",NA,0,NA
"5696","Luanshya","parliamentary",2006,"APC",NA,0,NA
"5697","Luanshya","parliamentary",2006,"Rainbow Party",NA,0,NA
"5698","Luanshya","parliamentary",2006,"ULP",NA,0,NA
"5699","Luanshya","parliamentary",2006,"ZCP",NA,0,NA
"5700","Luanshya","parliamentary",2006,"PUDD",NA,0,NA
"5701","Luanshya","parliamentary",2006,"NGP",NA,0,NA
"5702","Luanshya","parliamentary",2006,"DDM",NA,0,NA
"5703","Luanshya","parliamentary",2006,"FEDEPA",NA,0,NA
"5704","Bwana Mkubwa","parliamentary",2011,"ADD",NA,0,NA
"5705","Bwana Mkubwa","parliamentary",2011,"UNIP",NA,0,NA
"5706","Bwana Mkubwa","parliamentary",2011,"FDD",NA,0,NA
"5707","Bwana Mkubwa","parliamentary",2011,"ZAD",NA,0,NA
"5708","Bwana Mkubwa","parliamentary",2011,"ZED",NA,0,NA
"5709","Bwana Mkubwa","parliamentary",2011,"NMP",NA,0,NA
"5710","Bwana Mkubwa","parliamentary",2011,"Heritage Party",NA,0,NA
"5711","Bwana Mkubwa","parliamentary",2011,"unknown",NA,0,NA
"5712","Bwana Mkubwa","parliamentary",2011,"ZCP",NA,0,NA
"5713","Bwana Mkubwa","parliamentary",2011,"NAREP",NA,0,NA
"5714","Bwana Mkubwa","parliamentary",2011,"NRP",NA,0,NA
"5715","Bwana Mkubwa","parliamentary",2011,"NGP",NA,0,NA
"5716","Bwana Mkubwa","parliamentary",2011,"NP",NA,0,NA
"5717","Bwana Mkubwa","parliamentary",2011,"UPDD",NA,0,NA
"5718","Bwana Mkubwa","parliamentary",2011,"ULP",NA,0,NA
"5719","Bwana Mkubwa","parliamentary",2011,"ZDDM",NA,0,NA
"5720","Bwana Mkubwa","parliamentary",2011,"FEDEPA",NA,0,NA
"5721","Bwana Mkubwa","parliamentary",2011,"CDP",NA,0,NA
"5722","Bwana Mkubwa","parliamentary",2011,"APC",NA,0,NA
"5723","Bwana Mkubwa","parliamentary",2006,"NDF",NA,0,NA
"5724","Bwana Mkubwa","parliamentary",2006,"FDD",NA,0,NA
"5725","Bwana Mkubwa","parliamentary",2006,"APC",NA,0,NA
"5726","Bwana Mkubwa","parliamentary",2006,"Rainbow Party",NA,0,NA
"5727","Bwana Mkubwa","parliamentary",2006,"ULP",NA,0,NA
"5728","Bwana Mkubwa","parliamentary",2006,"ZCP",NA,0,NA
"5729","Bwana Mkubwa","parliamentary",2006,"PUDD",NA,0,NA
"5730","Bwana Mkubwa","parliamentary",2006,"NGP",NA,0,NA
"5731","Bwana Mkubwa","parliamentary",2006,"DDM",NA,0,NA
"5732","Bwana Mkubwa","parliamentary",2006,"FEDEPA",NA,0,NA
"5733","Ndola Central","parliamentary",2011,"ADD",NA,0,NA
"5734","Ndola Central","parliamentary",2011,"UNIP",NA,0,NA
"5735","Ndola Central","parliamentary",2011,"FDD",NA,0,NA
"5736","Ndola Central","parliamentary",2011,"Independent",NA,0,NA
"5737","Ndola Central","parliamentary",2011,"ZAD",NA,0,NA
"5738","Ndola Central","parliamentary",2011,"ZED",NA,0,NA
"5739","Ndola Central","parliamentary",2011,"NMP",NA,0,NA
"5740","Ndola Central","parliamentary",2011,"Heritage Party",NA,0,NA
"5741","Ndola Central","parliamentary",2011,"unknown",NA,0,NA
"5742","Ndola Central","parliamentary",2011,"ZCP",NA,0,NA
"5743","Ndola Central","parliamentary",2011,"NAREP",NA,0,NA
"5744","Ndola Central","parliamentary",2011,"NRP",NA,0,NA
"5745","Ndola Central","parliamentary",2011,"NGP",NA,0,NA
"5746","Ndola Central","parliamentary",2011,"NP",NA,0,NA
"5747","Ndola Central","parliamentary",2011,"UPDD",NA,0,NA
"5748","Ndola Central","parliamentary",2011,"ULP",NA,0,NA
"5749","Ndola Central","parliamentary",2011,"ZDDM",NA,0,NA
"5750","Ndola Central","parliamentary",2011,"FEDEPA",NA,0,NA
"5751","Ndola Central","parliamentary",2011,"CDP",NA,0,NA
"5752","Ndola Central","parliamentary",2011,"APC",NA,0,NA
"5753","Ndola Central","parliamentary",2006,"Independent",NA,0,NA
"5754","Ndola Central","parliamentary",2006,"NDF",NA,0,NA
"5755","Ndola Central","parliamentary",2006,"Heritage Party",NA,0,NA
"5756","Ndola Central","parliamentary",2006,"FDD",NA,0,NA
"5757","Ndola Central","parliamentary",2006,"APC",NA,0,NA
"5758","Ndola Central","parliamentary",2006,"Rainbow Party",NA,0,NA
"5759","Ndola Central","parliamentary",2006,"ULP",NA,0,NA
"5760","Ndola Central","parliamentary",2006,"ZCP",NA,0,NA
"5761","Ndola Central","parliamentary",2006,"NGP",NA,0,NA
"5762","Ndola Central","parliamentary",2006,"DDM",NA,0,NA
"5763","Ndola Central","parliamentary",2006,"FEDEPA",NA,0,NA
"5764","Kabushi","parliamentary",2011,"ADD",NA,0,NA
"5765","Kabushi","parliamentary",2011,"UNIP",NA,0,NA
"5766","Kabushi","parliamentary",2011,"FDD",NA,0,NA
"5767","Kabushi","parliamentary",2011,"ZAD",NA,0,NA
"5768","Kabushi","parliamentary",2011,"ZED",NA,0,NA
"5769","Kabushi","parliamentary",2011,"Heritage Party",NA,0,NA
"5770","Kabushi","parliamentary",2011,"unknown",NA,0,NA
"5771","Kabushi","parliamentary",2011,"ZCP",NA,0,NA
"5772","Kabushi","parliamentary",2011,"NAREP",NA,0,NA
"5773","Kabushi","parliamentary",2011,"NRP",NA,0,NA
"5774","Kabushi","parliamentary",2011,"NGP",NA,0,NA
"5775","Kabushi","parliamentary",2011,"NP",NA,0,NA
"5776","Kabushi","parliamentary",2011,"UPDD",NA,0,NA
"5777","Kabushi","parliamentary",2011,"ULP",NA,0,NA
"5778","Kabushi","parliamentary",2011,"ZDDM",NA,0,NA
"5779","Kabushi","parliamentary",2011,"FEDEPA",NA,0,NA
"5780","Kabushi","parliamentary",2011,"CDP",NA,0,NA
"5781","Kabushi","parliamentary",2011,"APC",NA,0,NA
"5782","Kabushi","parliamentary",2006,"Independent",NA,0,NA
"5783","Kabushi","parliamentary",2006,"FDD",NA,0,NA
"5784","Kabushi","parliamentary",2006,"APC",NA,0,NA
"5785","Kabushi","parliamentary",2006,"Rainbow Party",NA,0,NA
"5786","Kabushi","parliamentary",2006,"ULP",NA,0,NA
"5787","Kabushi","parliamentary",2006,"ZCP",NA,0,NA
"5788","Kabushi","parliamentary",2006,"PUDD",NA,0,NA
"5789","Kabushi","parliamentary",2006,"NGP",NA,0,NA
"5790","Kabushi","parliamentary",2006,"DDM",NA,0,NA
"5791","Kabushi","parliamentary",2006,"FEDEPA",NA,0,NA
"5792","Chifubu","parliamentary",2011,"ADD",NA,0,NA
"5793","Chifubu","parliamentary",2011,"UNIP",NA,0,NA
"5794","Chifubu","parliamentary",2011,"FDD",NA,0,NA
"5795","Chifubu","parliamentary",2011,"Independent",NA,0,NA
"5796","Chifubu","parliamentary",2011,"ZAD",NA,0,NA
"5797","Chifubu","parliamentary",2011,"ZED",NA,0,NA
"5798","Chifubu","parliamentary",2011,"NMP",NA,0,NA
"5799","Chifubu","parliamentary",2011,"Heritage Party",NA,0,NA
"5800","Chifubu","parliamentary",2011,"unknown",NA,0,NA
"5801","Chifubu","parliamentary",2011,"ZCP",NA,0,NA
"5802","Chifubu","parliamentary",2011,"NAREP",NA,0,NA
"5803","Chifubu","parliamentary",2011,"NRP",NA,0,NA
"5804","Chifubu","parliamentary",2011,"NGP",NA,0,NA
"5805","Chifubu","parliamentary",2011,"NP",NA,0,NA
"5806","Chifubu","parliamentary",2011,"UPDD",NA,0,NA
"5807","Chifubu","parliamentary",2011,"ULP",NA,0,NA
"5808","Chifubu","parliamentary",2011,"ZDDM",NA,0,NA
"5809","Chifubu","parliamentary",2011,"FEDEPA",NA,0,NA
"5810","Chifubu","parliamentary",2011,"CDP",NA,0,NA
"5811","Chifubu","parliamentary",2011,"APC",NA,0,NA
"5812","Chifubu","parliamentary",2006,"Independent",NA,0,NA
"5813","Chifubu","parliamentary",2006,"NDF",NA,0,NA
"5814","Chifubu","parliamentary",2006,"Heritage Party",NA,0,NA
"5815","Chifubu","parliamentary",2006,"FDD",NA,0,NA
"5816","Chifubu","parliamentary",2006,"APC",NA,0,NA
"5817","Chifubu","parliamentary",2006,"Rainbow Party",NA,0,NA
"5818","Chifubu","parliamentary",2006,"ULP",NA,0,NA
"5819","Chifubu","parliamentary",2006,"ZCP",NA,0,NA
"5820","Chifubu","parliamentary",2006,"NGP",NA,0,NA
"5821","Chifubu","parliamentary",2006,"DDM",NA,0,NA
"5822","Chifubu","parliamentary",2006,"FEDEPA",NA,0,NA
"5823","Bahati","presidential",2015,"Patriotic Front","Edgar Lungu",0.844096158378506,1
"5824","Bahati","presidential",2015,"UPND","Hakainde Hichilema",0.103228847513552,0
"5825","Bahati","presidential",2015,"FDD","Edith Nawakwi",0.00648126325712939,0
"5826","Bahati","presidential",2015,"MMD","Nevers Mumba",0.0147301437662032,0
"5827","Bahati","presidential",2015,"UNIP","Tilyenji Kaunda",0.00542069290596276,0
"5828","Bahati","presidential",2015,"4R","Eric Chanda",0.00542069290596276,0
"5829","Bahati","presidential",2015,"NAREP","Elias Chipimo",0.00388875795427763,0
"5830","Bahati","presidential",2015,"Heritage Party","Godfrey Miyanda",0.00341739335375913,0
"5831","Bahati","presidential",2015,"CDP","Daniel Pule",0.00235682300259251,0
"5832","Bahati","presidential",2015,"FDA","Ludwig Sondashi",0.0014140938015555,0
"5833","Bahati","presidential",2015,"Green Party","Peter Sinkamba",0.000707046900777752,0
"5834","Bangweulu","presidential",2015,"Patriotic Front","Edgar Lungu",0.811027895365245,1
"5835","Bangweulu","presidential",2015,"UPND","Hakainde Hichilema",0.0920438510799957,0
"5836","Bangweulu","presidential",2015,"FDD","Edith Nawakwi",0.00640399435580158,0
"5837","Bangweulu","presidential",2015,"MMD","Nevers Mumba",0.0269184847498101,0
"5838","Bangweulu","presidential",2015,"UNIP","Tilyenji Kaunda",0.00651253663301856,0
"5839","Bangweulu","presidential",2015,"4R","Eric Chanda",0.00618690980136763,0
"5840","Bangweulu","presidential",2015,"NAREP","Elias Chipimo",0.00293064148485835,0
"5841","Bangweulu","presidential",2015,"Heritage Party","Godfrey Miyanda",0.00521002930641485,0
"5842","Bangweulu","presidential",2015,"CDP","Daniel Pule",0.0246390969282536,0
"5843","Bangweulu","presidential",2015,"FDA","Ludwig Sondashi",0.000759795940518832,0
"5844","Bangweulu","presidential",2015,"Green Party","Peter Sinkamba",0.000868338217735808,0
"5845","Bwacha","presidential",2015,"Patriotic Front","Edgar Lungu",0.709811746334692,1
"5846","Bwacha","presidential",2015,"UPND","Hakainde Hichilema",0.232671119979179,0
"5847","Bwacha","presidential",2015,"FDD","Edith Nawakwi",0.00711373297475492,0
"5848","Bwacha","presidential",2015,"MMD","Nevers Mumba",0.0181313438015095,0
"5849","Bwacha","presidential",2015,"UNIP","Tilyenji Kaunda",0.00529192331048842,0
"5850","Bwacha","presidential",2015,"4R","Eric Chanda",0.0041641363754663,0
"5851","Bwacha","presidential",2015,"NAREP","Elias Chipimo",0.00208206818773315,0
"5852","Bwacha","presidential",2015,"Heritage Party","Godfrey Miyanda",0.00225557387004424,0
"5853","Bwacha","presidential",2015,"CDP","Daniel Pule",0.00320985512275527,0
"5854","Bwacha","presidential",2015,"FDA","Ludwig Sondashi",0.00104103409386657,0
"5855","Bwacha","presidential",2015,"Green Party","Peter Sinkamba",0.000694022729244383,0
"5856","Bwana Mkubwa","presidential",2015,"Patriotic Front","Edgar Lungu",0.751280516197698,1
"5857","Bwana Mkubwa","presidential",2015,"UPND","Hakainde Hichilema",0.202088738109492,0
"5858","Bwana Mkubwa","presidential",2015,"FDD","Edith Nawakwi",0.01337058471363,0
"5859","Bwana Mkubwa","presidential",2015,"MMD","Nevers Mumba",0.0113084547329209,0
"5860","Bwana Mkubwa","presidential",2015,"UNIP","Tilyenji Kaunda",0.00365861770770971,0
"5861","Bwana Mkubwa","presidential",2015,"4R","Eric Chanda",0.000997804829375374,0
"5862","Bwana Mkubwa","presidential",2015,"NAREP","Elias Chipimo",0.00212865030266747,0
"5863","Bwana Mkubwa","presidential",2015,"Heritage Party","Godfrey Miyanda",0.00199560965875075,0
"5864","Bwana Mkubwa","presidential",2015,"CDP","Daniel Pule",0.0015964877270006,0
"5865","Bwana Mkubwa","presidential",2015,"FDA","Ludwig Sondashi",0.000465642253708508,0
"5866","Bwana Mkubwa","presidential",2015,"Green Party","Peter Sinkamba",0.00039912193175015,0
"5867","Bweengwa","presidential",2015,"Patriotic Front","Edgar Lungu",0.00833463156254868,0
"5868","Bweengwa","presidential",2015,"UPND","Hakainde Hichilema",0.975307680324038,1
"5869","Bweengwa","presidential",2015,"FDD","Edith Nawakwi",0.000311575011684063,0
"5870","Bweengwa","presidential",2015,"MMD","Nevers Mumba",0.000778937529210157,0
"5871","Bweengwa","presidential",2015,"UNIP","Tilyenji Kaunda",0.00241470634055149,0
"5872","Bweengwa","presidential",2015,"4R","Eric Chanda",0.00264838759931453,0
"5873","Bweengwa","presidential",2015,"NAREP","Elias Chipimo",0.00225891883470946,0
"5874","Bweengwa","presidential",2015,"Heritage Party","Godfrey Miyanda",0.000701043776289142,0
"5875","Bweengwa","presidential",2015,"CDP","Daniel Pule",7.78937529210157e-05,0
"5876","Bweengwa","presidential",2015,"FDA","Ludwig Sondashi",7.78937529210157e-05,0
"5877","Bweengwa","presidential",2015,"Green Party","Peter Sinkamba",7.78937529210157e-05,0
"5878","Chadiza","presidential",2015,"Patriotic Front","Edgar Lungu",0.49669098930935,1
"5879","Chadiza","presidential",2015,"UPND","Hakainde Hichilema",0.40573561853046,0
"5880","Chadiza","presidential",2015,"FDD","Edith Nawakwi",0.00492109282199219,0
"5881","Chadiza","presidential",2015,"MMD","Nevers Mumba",0.00916341422026133,0
"5882","Chadiza","presidential",2015,"UNIP","Tilyenji Kaunda",0.022399456982861,0
"5883","Chadiza","presidential",2015,"4R","Eric Chanda",0.0144238927541151,0
"5884","Chadiza","presidential",2015,"NAREP","Elias Chipimo",0.00950279993212286,0
"5885","Chadiza","presidential",2015,"Heritage Party","Godfrey Miyanda",0.0157814356015612,0
"5886","Chadiza","presidential",2015,"CDP","Daniel Pule",0.00373324283047684,0
"5887","Chadiza","presidential",2015,"FDA","Ludwig Sondashi",0.00458170711013066,0
"5888","Chadiza","presidential",2015,"Green Party","Peter Sinkamba",0.00169692855930765,0
"5889","Chama North","presidential",2015,"Patriotic Front","Edgar Lungu",0.707932141219624,1
"5890","Chama North","presidential",2015,"UPND","Hakainde Hichilema",0.138927097661623,0
"5891","Chama North","presidential",2015,"FDD","Edith Nawakwi",0.0765703805593764,0
"5892","Chama North","presidential",2015,"MMD","Nevers Mumba",0.027815986550512,0
"5893","Chama North","presidential",2015,"UNIP","Tilyenji Kaunda",0.0105456212746447,0
"5894","Chama North","presidential",2015,"4R","Eric Chanda",0.0103927861837078,0
"5895","Chama North","presidential",2015,"NAREP","Elias Chipimo",0.00412654745529574,0
"5896","Chama North","presidential",2015,"Heritage Party","Godfrey Miyanda",0.00275103163686382,0
"5897","Chama North","presidential",2015,"CDP","Daniel Pule",0.00504355800091701,0
"5898","Chama North","presidential",2015,"FDA","Ludwig Sondashi",0.00183402109124255,0
"5899","Chama North","presidential",2015,"Green Party","Peter Sinkamba",0.00137551581843191,0
"5900","Chama South","presidential",2015,"Patriotic Front","Edgar Lungu",0.624219520210319,1
"5901","Chama South","presidential",2015,"UPND","Hakainde Hichilema",0.186000657246139,0
"5902","Chama South","presidential",2015,"FDD","Edith Nawakwi",0.10483075911929,0
"5903","Chama South","presidential",2015,"MMD","Nevers Mumba",0.0353269799539928,0
"5904","Chama South","presidential",2015,"UNIP","Tilyenji Kaunda",0.00805126519881696,0
